y4_hhid,farmer,output1,output2,prod_2,prod_3,maize,paddy,land_1,land_2,input,seedcost,fertile,herbi,pesti,capital,machin_1,machin_2,machin_3,irri_ratio,labour_total,laborE,labour_wage,hh_e66_m,hh_e66_f,hh_e66_t,hh_e66_c,head_sex,n_children,n_fam,n_female,edu_head,laborM,laborF,laborT,laborC,laborTC,laborM2,laborF2,laborT2,laborC2,laborTC2,laborM3,laborF3,laborT3,laborC3,laborTC3,output11,output22,input22,capital22,defl2014,input22_d,capital22_d,output22_d,output11_d,male_days,female_days,children_days,male_hours,female_hours,children_hours
6248-001,1,0,288000,0,288000,0,0,3,3.0999999,0,0,0,0,0,7000,207000,7000,0,0,0,0,0,16,24,0,27,1,1,6,1,20,832,1248,0,1404,1404,320,480,0,540,540,384,576,0,648,648,0,288,0,7,.92944002,0,7.5314164,309.86398,0,84,84,23,336,336,92
6249-001,1,720000,12000,12000,0,0,0,1.5,1.71,32000,32000,0,0,0,4000,4000,4000,0,0,0,0,0,42,0,42,0,1,0,2,0,0,2184,0,2184,0,2184,840,0,840,0,840,1008,0,1008,0,1008,720,12,32,4,.92944002,34.429333,4.3036666,12.911,774.65997,82,,82,571,,571
6250-001,1,0,220000,0,220000,0,0,2,1.29,5000,5000,0,0,0,12500,12500,12500,0,0,0,0,0,24,0,0,28,1,1,6,1,17,1248,0,0,1456,1456,480,0,0,560,560,576,0,0,672,672,0,220,5,12.5,.92944002,5.3795834,13.448958,236.70166,0,132,0,176,366,0,508
6251-001,1,192000,1028000,558000,470000,0,0,16.5,11.89,95000,95000,0,0,0,28000,28000,28000,0,0,0,0,0,0,0,0,2,2,0,5,2,14,0,0,0,104,104,0,0,0,40,40,0,0,0,48,48,192,1028,95,28,.92944002,102.21208,30.125666,1106.0424,206.576,,278,171,,1052,674
6263-001,1,0,1080000,0,1080000,0,0,7,3.6300001,53000,500,0,52500,0,9750,9750,9750,0,0,58,185.60001,141000,24,36,9,12,1,2,8,1,17,1248,1872,468,624,1092,480,720,180,240,420,576,864,216,288,504,0,1080,53,9.75,.92944002,57.023582,10.490188,1161.99,0,279,279,,1953,1953,
6264-001,1,45000,501000,59000,442000,0,0,2.5,2.3900001,24000,24000,0,0,0,19000,19000,19000,0,0,0,0,0,42,32,7,4,1,1,6,1,0,2184,1664,364,208,572,840,640,140,80,220,1008,768,168,96,264,45,501,24,19,.92944002,25.822001,20.442417,539.03424,48.416248,221,255,290,1399,1569,1776
6265-001,1,0,700000,20000,680000,0,0,2.5,1.64,18000,18000,0,0,0,21000,21000,21000,0,0,45,144,78000,0,18,0,0,1,1,4,1,17,0,936,0,0,0,0,360,0,0,0,0,432,0,0,0,0,700,18,21,.92944002,19.366499,22.59425,753.14166,0,17,90,,91,465,
6266-001,1,0,50000,0,50000,1,0,2,.98000002,0,0,0,0,0,17000,17000,17000,0,0,56,179.2,60000,0,16,0,0,1,1,6,1,24,0,832,0,0,0,0,320,0,0,0,0,384,0,0,0,0,50,0,17,.92944002,0,18.290583,53.795834,0,,38,14,,273,112
6267-001,1,8000,20000,20000,0,0,0,.5,.28999999,0,0,0,0,0,7000,7000,7000,0,0,0,0,0,8,20,0,0,1,1,3,1,16,416,1040,0,0,0,160,400,0,0,0,192,480,0,0,0,8,20,0,7,.92944002,0,7.5314164,21.518333,8.6073332,66,57,,308,265,
6268-001,1,20000,1067500,1050000,17500,0,0,3.5,3.73,150000,0,150000,0,0,14000,14000,14000,0,0,34,108.8,166000,30,30,0,42,1,1,5,1,17,1560,1560,0,2184,2184,600,600,0,840,840,720,720,0,1008,1008,20,1067.5,150,14,.92944002,161.3875,15.062833,1148.541,21.518333,127,127,196,615,615,972
6269-001,1,0,920000,52000,868000,0,0,6,7.79,0,0,0,0,0,18000,18000,18000,0,0,8,25.6,16000,15,12,0,2,1,1,4,1,20,780,624,0,104,104,300,240,0,40,40,360,288,0,48,48,0,920,0,18,.92944002,0,19.366499,989.84332,0,61,82,,303,384,
6270-001,1,0,192500,10000,182500,1,0,.69999999,.97999996,15500,15500,0,0,0,8500,8500,8500,0,0,10,32,15000,48,9,0,8,1,1,4,1,14,2496,468,0,416,416,960,180,0,160,160,1152,216,0,192,192,0,192.5,15.5,8.5,.92944002,16.676708,9.1452913,207.11395,0,167,38,63,832,189,312
6283-001,1,0,0,0,0,0,0,.2,0,0,0,0,0,0,10000,10000,10000,0,0,0,0,0,8,0,0,0,1,0,1,0,14,416,0,0,0,0,160,0,0,0,0,192,0,0,0,0,0,0,0,10,.92944002,0,10.759167,0,0,30,,,88,,
6302-001,1,0,0,0,0,0,0,2.3,0,0,0,0,0,0,8500,8500,8500,0,0,0,0,0,27,0,0,0,1,5,20,6,14,1404,0,0,0,0,540,0,0,0,0,648,0,0,0,0,0,0,0,8.5,.92944002,0,9.1452913,0,0,138,,,548,,
6303-001,1,0,8000,0,8000,0,1,1,0,15000,0,5000,10000,0,13000,13000,13000,0,0,0,0,0,28,12,0,0,1,0,5,1,17,1456,624,0,0,0,560,240,0,0,0,672,288,0,0,0,0,8,15,13,.92944002,16.13875,13.986917,8.6073332,0,63,53,,149,133,
6305-001,1,0,0,0,0,0,1,.80000001,0,0,0,0,0,0,5500,5500,5500,0,0,0,0,0,1,3,1,0,2,0,6,1,23,52,156,52,0,52,20,60,20,0,20,24,72,24,0,24,0,0,0,5.5,.92944002,0,5.9175415,0,0,80,143,34,239,423,118
6306-001,1,0,0,0,0,0,1,1.5,0,0,0,0,0,0,8000,8000,8000,0,.125,0,0,0,0,20,0,0,2,2,4,1,0,0,1040,0,0,0,0,400,0,0,0,0,480,0,0,0,0,0,0,8,.92944002,0,8.6073332,0,0,,184,,,788,
6308-001,1,0,0,0,0,0,1,2,0,0,0,0,0,0,10500,10500,10500,0,0,3,9.6000004,60000,18,0,0,0,1,3,7,1,14,936,0,0,0,0,360,0,0,0,0,432,0,0,0,0,0,0,0,10.5,.92944002,0,11.297125,0,0,34,41,,148,195,
6320-001,1,0,0,0,0,0,1,1.7,.16,46000,0,40000,0,6000,14000,14000,14000,0,.16666667,0,0,0,15,25,0,0,1,3,9,1,22,780,1300,0,0,0,300,500,0,0,0,360,600,0,0,0,0,0,46,14,.92944002,49.492165,15.062833,0,0,36,169,12,123,796,48
6321-001,1,0,0,0,0,0,0,.30000001,0,0,0,0,0,0,18000,18000,18000,0,0,0,0,0,37,0,0,0,1,2,5,1,13,1924,0,0,0,0,740,0,0,0,0,888,0,0,0,0,0,0,0,18,.92944002,0,19.366499,0,0,19,44,,31,98,
6322-001,1,0,0,0,0,0,1,.2,.28,8400,2000,6400,0,0,12000,12000,12000,0,.5,2,6.4000001,0,0,36,0,0,1,2,7,1,23,0,1872,0,0,0,0,720,0,0,0,0,864,0,0,0,0,0,8.3999996,12,.92944002,9.0376997,12.911,0,0,7,51,,28,232,
6324-001,1,0,0,0,0,0,1,.69999999,.41999999,2000,0,2000,0,0,5000,5000,5000,0,.25,0,0,0,0,6,0,0,2,0,3,1,22,0,312,0,0,0,0,120,0,0,0,0,144,0,0,0,0,0,2,5,.92944002,2.1518333,5.3795834,0,0,,68,,,200,
6325-001,1,0,40000,0,40000,0,1,.70000005,.34,8000,0,8000,0,0,16700,16700,16700,0,0,0,0,0,84,84,0,0,1,0,3,0,0,4368,4368,0,0,0,1680,1680,0,0,0,2016,2016,0,0,0,0,40,8,16.700001,.92944002,8.6073332,17.96781,43.036667,0,110,120,,396,391,
6326-001,1,200000,0,0,0,0,1,.5,0,21200,6000,15200,0,0,7000,7000,7000,0,.25,0,0,0,28,0,0,0,1,3,6,1,17,1456,0,0,0,0,560,0,0,0,0,672,0,0,0,0,200,0,21.200001,7,.92944002,22.809433,7.5314164,0,215.18333,136,,,698,,
6328-001,1,0,440000,440000,0,0,0,.5,0,65000,65000,0,0,0,3000,6000,3000,0,0,0,0,0,73,0,0,0,1,2,6,1,21,3796,0,0,0,0,1460,0,0,0,0,1752,0,0,0,0,0,440,65,3,.92944002,69.934586,3.2277501,473.40332,0,151,,,397,,
6340-001,1,0,75000,75000,0,0,0,.5,0,0,0,0,0,0,3000,3000,3000,0,0,0,0,0,10,0,0,0,1,1,3,1,17,520,0,0,0,0,200,0,0,0,0,240,0,0,0,0,0,75,0,3,.92944002,0,3.2277501,80.693748,0,59,,,222,,
6341-001,1,0,540000,540000,0,0,0,2,0,45000,45000,0,0,0,20000,20000,20000,0,0,6,19.200001,50000,20,0,0,28,1,1,8,1,0,1040,0,0,1456,1456,400,0,0,560,560,480,0,0,672,672,0,540,45,20,.92944002,48.416248,21.518333,580.995,0,92,,,370,,
6343-001,1,0,0,0,0,0,0,.5,0,40000,40000,0,0,0,10000,10000,10000,0,0,0,0,0,34,12,0,0,1,3,10,1,0,1768,624,0,0,0,680,240,0,0,0,816,288,0,0,0,0,0,40,10,.92944002,43.036667,10.759167,0,0,91,18,,175,90,
6344-001,1,0,0,0,0,0,0,.60000002,0,0,0,0,0,0,7000,7000,7000,0,0,62,198.39999,20000,6,6,0,0,1,2,6,1,0,312,312,0,0,0,120,120,0,0,0,144,144,0,0,0,0,0,0,7,.92944002,0,7.5314164,0,0,59,71,,109,107,
6346-001,1,0,35000,35000,0,0,0,1.5,0,0,0,0,0,0,3500,3500,3500,0,0,0,0,0,0,0,0,0,1,1,7,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,3.5,.92944002,0,3.7657082,37.657082,0,41,24,22,128,96,88
6358-001,1,0,90000,0,90000,0,0,.80000001,0,0,0,0,0,0,12000,12000,12000,0,0,17,54.400002,105,6,0,0,0,1,0,6,2,0,312,0,0,0,0,120,0,0,0,0,144,0,0,0,0,0,90,0,12,.92944002,0,12.911,96.832497,0,100,75,,310,258,
6359-001,1,0,0,0,0,0,0,.2,0,0,0,0,0,0,5000,5000,5000,0,0,0,0,0,0,0,0,0,1,2,5,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,.92944002,0,5.3795834,0,0,2,3,,8,10,
6361-001,1,0,170000,0,170000,0,0,.5,0,0,0,0,0,0,18000,18000,18000,0,0,0,0,0,21,0,0,0,1,0,1,0,22,1092,0,0,0,0,420,0,0,0,0,504,0,0,0,0,0,170,0,18,.92944002,0,19.366499,182.90584,0,107,,,361,,
6364-001,1,0,35000,0,35000,0,0,.5,0,0,0,0,0,0,18000,18000,18000,0,0,0,0,0,0,42,0,0,1,0,4,3,18,0,2184,0,0,0,0,840,0,0,0,0,1008,0,0,0,0,35,0,18,.92944002,0,19.366499,37.657082,0,,117,,,351,
6365-001,1,0,0,0,0,0,0,.5,0,0,0,0,0,0,3005,3005,3005,0,0,0,0,0,0,0,0,0,1,3,5,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0050001,.92944002,0,3.2331297,0,0,12,10,,24,20,
6366-001,1,0,0,0,0,0,1,1.5,0,800,0,800,0,0,12000,12000,12000,0,0,0,0,0,50,20,0,0,1,1,7,2,22,2600,1040,0,0,0,1000,400,0,0,0,1200,480,0,0,0,0,0,.80000001,12,.92944002,.86073333,12.911,0,0,46,64,,203,292,
6377-001,1,0,0,0,0,0,0,.30000001,0,0,0,0,0,0,8000,8000,8000,0,0,0,0,0,21,0,0,0,1,2,7,1,0,1092,0,0,0,0,420,0,0,0,0,504,0,0,0,0,0,0,0,8,.92944002,0,8.6073332,0,0,84,,,196,,
6378-001,1,0,0,0,0,0,0,3,0,0,0,0,0,0,6500,6500,6500,0,0,0,0,0,32,0,0,0,1,1,3,1,0,1664,0,0,0,0,640,0,0,0,0,768,0,0,0,0,0,0,0,6.5,.92944002,0,6.9934583,0,0,119,,,331,,
6379-001,1,0,0,0,0,0,0,.69999999,0,0,0,0,0,0,22000,22000,22000,0,0,0,0,0,0,36,0,0,1,0,6,1,0,0,1872,0,0,0,0,720,0,0,0,0,864,0,0,0,0,0,0,22,.92944002,0,23.670166,0,0,27,26,,108,104,
6380-001,1,0,0,0,0,0,0,1.1999999,0,0,0,0,0,0,11000,11000,11000,0,0,7,22.4,0,28,20,0,0,1,0,5,1,0,1456,1040,0,0,0,560,400,0,0,0,672,480,0,0,0,0,0,0,11,.92944002,0,11.835083,0,0,54,,,236,,
6381-001,1,0,45000,0,45000,0,0,1.5,0,0,0,0,0,0,9500,9500,9500,0,0,0,0,0,30,0,0,0,1,1,6,1,0,1560,0,0,0,0,600,0,0,0,0,720,0,0,0,0,0,45,0,9.5,.92944002,0,10.221209,48.416248,0,39,8,,170,40,
6382-001,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10000,10000,10000,0,0,0,0,0,16,0,0,0,1,0,6,1,0,832,0,0,0,0,320,0,0,0,0,384,0,0,0,0,0,0,0,10,.92944002,0,10.759167,0,0,36,,,130,,
6383-001,1,0,60000,60000,0,0,0,.40000001,0,0,0,0,0,0,11500,11500,11500,0,0,0,0,0,22,0,0,0,1,1,4,1,22,1144,0,0,0,0,440,0,0,0,0,528,0,0,0,0,0,60,0,11.5,.92944002,0,12.373041,64.555,0,111,,,345,,
6384-001,1,0,0,0,0,0,0,.30000001,0,0,0,0,0,0,6000,6000,6000,0,0,0,0,0,0,35,0,0,1,2,8,1,0,0,1820,0,0,0,0,700,0,0,0,0,840,0,0,0,0,0,0,6,.92944002,0,6.4555001,0,0,,78,,,204,
6396-001,1,0,3200000,3200000,0,0,0,4,0,1380000,620000,510000,0,250000,6000,6000,6000,0,.5,38,121.6,305000,0,0,0,0,1,4,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200,1380,6,.92944002,1484.765,6.4555001,3442.9333,0,107,,,321,,
6399-001,1,0,0,0,0,0,1,1.5,0,56000,0,40000,0,16000,40000,10000,10000,30000,0,37,118.4,0,0,20,0,0,2,0,5,3,0,0,1040,0,0,0,0,400,0,0,0,0,480,0,0,0,0,0,56,40,.92944002,60.251331,43.036667,0,0,,84,,,584,
6402-001,1,0,0,0,0,0,0,.30000001,0,0,0,0,0,0,26000,26000,26000,0,0,0,0,0,0,0,0,0,1,1,3,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,.92944002,0,27.973833,0,0,15,,,27,,
6415-001,1,0,21000000,21000000,0,0,0,30,0,0,0,0,0,0,115000,115000,115000,0,0,54,172.8,620000,48,30,0,0,1,3,6,1,0,2496,1560,0,0,0,960,600,0,0,0,1152,720,0,0,0,0,21000,0,115,.92944002,0,123.73042,22594.25,0,110,91,,880,728,
6416-001,1,0,0,0,0,1,0,1.8000001,.13,17000,17000,0,0,0,43000,43000,43000,0,0,0,0,0,0,30,12,12,2,3,7,1,0,0,1560,624,624,1248,0,600,240,240,480,0,720,288,288,576,0,0,17,43,.92944002,18.290583,46.264416,0,0,,71,81,,303,317
6417-001,1,0,0,0,0,1,0,8,0,30000,0,30000,0,0,11000,11000,11000,0,0,0,0,0,0,36,0,0,2,0,2,1,0,0,1872,0,0,0,0,720,0,0,0,0,864,0,0,0,0,0,30,11,.92944002,32.2775,11.835083,0,0,,65,,,541,
6418-001,1,25000,0,0,0,1,0,1,.60000002,6000,6000,0,0,0,21000,21000,21000,0,0,6,19.200001,50000,0,40,0,0,2,0,2,0,0,0,2080,0,0,0,0,800,0,0,0,0,960,0,0,0,25,0,6,21,.92944002,6.4555001,22.59425,0,26.897917,,84,,,324,
6419-001,1,192000,0,0,0,1,0,3.3,2.0799999,2800,2800,0,0,0,8000,8000,8000,0,0,0,0,0,42,36,0,0,1,1,6,1,17,2184,1872,0,0,0,840,720,0,0,0,1008,864,0,0,0,192,0,2.8,8,.92944002,3.0125666,8.6073332,0,206.576,70,70,,688,688,
6420-001,1,0,0,0,0,1,0,2,0,0,0,0,0,0,28000,31500,28000,0,0,10,32,50000,0,0,0,0,2,3,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,.92944002,0,30.125666,0,0,20,40,40,54,108,108
6421-001,1,173000,40000,40000,0,1,0,10,0,5000,5000,0,0,0,184000,184000,184000,0,0,0,0,0,0,0,0,0,1,2,4,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,40,5,184,.92944002,5.3795834,197.96866,43.036667,186.13358,54,50,,452,420,
6422-001,1,392000,1800000,1800000,0,1,0,27,19.09,70000,35000,0,0,35000,20000,40000,20000,0,0,63,201.60001,220000,0,0,0,0,1,2,8,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,1800,70,20,.92944002,75.314163,21.518333,1936.65,421.75934,79,147,,656,1172,
6434-001,1,800000,0,0,0,0,1,1.5,0,0,0,0,0,0,48500,13500,13500,35000,0,55,176,95000,12,8,0,0,1,1,3,1,24,624,416,0,0,0,240,160,0,0,0,288,192,0,0,0,800,0,0,48.5,.92944002,0,52.181957,0,860.73334,28,28,,154,154,
6436-001,1,630000,0,0,0,0,1,2,0,0,0,0,0,0,20000,20000,20000,0,0,7,22.4,50000,0,70,0,0,2,1,3,1,17,0,3640,0,0,0,0,1400,0,0,0,0,1680,0,0,0,630,0,0,20,.92944002,0,21.518333,0,677.82751,,28,,,280,
6438-001,1,0,0,0,0,0,0,.5,0,0,0,0,0,0,0,3500,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.92944002,0,0,0,0,,,,,,
6439-001,1,2205000,0,0,0,0,1,3,0,0,0,0,0,0,23000,23000,23000,0,0,66,211.2,360000,24,0,0,0,1,3,5,1,17,1248,0,0,0,0,480,0,0,0,0,576,0,0,0,0,2205,0,0,23,.92944002,0,24.746082,0,2372.3962,30,30,,171,171,
6441-001,1,120000,0,0,0,0,1,1,0,17000,17000,0,0,0,26000,26000,26000,0,0,0,0,0,0,0,0,0,1,0,2,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,17,26,.92944002,18.290583,27.973833,0,129.11,84,,,652,,
6454-001,1,0,300000,300000,0,1,0,50,0,144000,144000,0,0,0,3762500,3762500,3762500,0,0,0,0,0,104,84,98,0,1,3,12,3,0,5408,4368,5096,0,5096,2080,1680,1960,0,1960,2496,2016,2352,0,2352,0,300,144,3762.5,.92944002,154.93199,4048.1365,322.77499,0,302,328,,846,919,
6455-001,1,0,0,0,0,1,0,1,21.16,0,0,0,0,0,2130000,2130000,2130000,0,0,0,0,0,110,42,45,28,1,5,15,3,17,5720,2184,2340,1456,3796,2200,840,900,560,1460,2640,1008,1080,672,1752,0,0,0,2130,.92944002,0,2291.7024,0,0,127,118,69,972,687,167
6456-001,1,48000,20000,20000,0,1,0,4,3.55,0,0,0,0,0,10000,10000,10000,0,0,13,41.599998,30000,48,48,0,3,1,3,5,1,0,2496,2496,0,156,156,960,960,0,60,60,1152,1152,0,72,72,48,20,0,10,.92944002,0,10.759167,21.518333,51.644001,47,47,,268,268,
6457-001,1,150000,0,0,0,0,1,.5,.58999997,6000,6000,0,0,0,14200,14200,14200,0,0,0,0,0,25,30,0,0,1,0,2,1,0,1300,1560,0,0,0,500,600,0,0,0,600,720,0,0,0,150,0,6,14.2,.92944002,6.4555001,15.278016,0,161.3875,21,31,,63,93,
6458-001,1,610000,0,0,0,1,1,11.5,16.1,20000,20000,0,0,0,8000,8000,8000,0,0,0,0,0,54,64,0,0,1,2,4,1,0,2808,3328,0,0,0,1080,1280,0,0,0,1296,1536,0,0,0,610,0,20,8,.92944002,21.518333,8.6073332,0,656.30914,52,56,,443,479,
6459-001,1,288000,30000,30000,0,1,1,3.5,0,0,0,0,0,0,10000,10000,10000,0,0,0,0,0,24,24,0,4,1,4,6,1,0,1248,1248,0,208,208,480,480,0,80,80,576,576,0,96,96,288,30,0,10,.92944002,0,10.759167,32.2775,309.86398,141,141,,564,564,
6461-001,1,0,100000,100000,0,0,0,4,8.54,0,0,0,0,0,4700,4700,4700,0,0,20,64,30000,12,8,0,8,1,3,8,1,16,624,416,0,416,416,240,160,0,160,160,288,192,0,192,192,0,100,0,4.6999998,.92944002,0,5.056808,107.59167,0,84,82,58,420,410,290
6464-001,1,40000,90000,90000,0,1,0,15,20.26,0,0,0,0,0,123000,123000,123000,0,0,0,0,0,36,36,0,48,1,1,5,1,14,1872,1872,0,2496,2496,720,720,0,960,960,864,864,0,1152,1152,40,90,0,123,.92944002,0,132.33775,96.832497,43.036667,73,80,130,382,410,640
6472-001,1,150000,0,0,0,1,0,1.4,1.1,0,0,0,0,0,6000,6000,6000,0,0,0,0,0,36,42,0,0,1,2,4,1,0,1872,2184,0,0,0,720,840,0,0,0,864,1008,0,0,0,150,0,0,6,.92944002,0,6.4555001,0,161.3875,16,16,,112,112,
6473-001,1,30000,0,0,0,1,1,1,.27000001,0,0,0,0,0,20000,20000,20000,0,0,4,12.8,15000,0,12,0,0,2,4,8,2,16,0,624,0,0,0,0,240,0,0,0,0,288,0,0,0,30,0,0,20,.92944002,0,21.518333,0,32.2775,,42,21,,108,54
6474-001,1,0,280000,280000,0,1,0,.30000001,.25999999,51000,19000,20000,0,12000,33500,23500,23500,10000,0,0,0,0,7,7,0,0,1,2,6,1,17,364,364,0,0,0,140,140,0,0,0,168,168,0,0,0,0,280,51,33.5,.92944002,54.87175,36.043209,301.25665,0,33,28,,133,117,
6476-001,1,90000,0,0,0,1,0,1.3000001,.1,48000,48000,0,0,0,10000,10000,10000,0,0,0,0,0,0,0,0,0,1,2,7,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,48,10,.92944002,51.644001,10.759167,0,96.832497,66,65,108,182,181,336
6477-001,1,70000,0,0,0,1,1,1.3000001,.090000004,0,0,0,0,0,26000,26000,26000,0,0,0,0,0,48,48,0,48,1,3,8,1,17,2496,2496,0,2496,2496,960,960,0,960,960,1152,1152,0,1152,1152,70,0,0,26,.92944002,0,27.973833,0,75.314163,60,76,118,222,238,343
6478-001,1,180000,0,0,0,1,0,2.4000001,.090000004,0,0,0,0,0,28000,28000,28000,0,0,0,0,0,0,0,0,0,1,2,9,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,28,.92944002,0,30.125666,0,193.66499,20,20,38,156,156,304
6479-001,1,30000,1200000,1200000,0,1,0,2.5,.38999999,56000,56000,0,0,0,85000,40000,25000,60000,0,0,0,0,21,0,28,0,1,1,10,1,17,1092,0,1456,0,1456,420,0,560,0,560,504,0,672,0,672,30,1200,56,85,.92944002,60.251331,91.452919,1291.1,32.2775,36,22,3,204,106,8
6483-001,1,360000,0,0,0,1,1,1.3000001,.11,2500,2500,0,0,0,20000,20000,20000,0,0,16,51.200001,80000,4,4,0,0,1,2,7,1,0,208,208,0,0,0,80,80,0,0,0,96,96,0,0,0,360,0,2.5,20,.92944002,2.6897917,21.518333,0,387.32999,11,11,6,17,17,10
6491-001,1,5000,0,0,0,1,0,3.5,.13,72600,72600,0,0,0,17000,17000,17000,0,0,0,0,0,36,30,0,0,1,1,5,1,12,1872,1560,0,0,0,720,600,0,0,0,864,720,0,0,0,5,0,72.599998,17,.92944002,78.111549,18.290583,0,5.3795834,118,59,,786,393,
6492-001,1,0,30000,0,30000,1,0,3.3,4.54,0,0,0,0,0,13000,13000,13000,0,0,0,0,0,14,0,0,0,1,1,8,1,17,728,0,0,0,0,280,0,0,0,0,336,0,0,0,0,0,30,0,13,.92944002,0,13.986917,32.2775,0,119,87,58,807,596,399
6493-001,1,12000,0,0,0,1,0,1.8000001,.88999999,10000,10000,0,0,0,13000,13000,13000,0,0,0,0,0,36,36,0,0,1,2,4,1,14,1872,1872,0,0,0,720,720,0,0,0,864,864,0,0,0,12,0,10,13,.92944002,10.759167,13.986917,0,12.911,42,49,,210,245,
6494-001,1,0,0,0,0,0,0,.40000001,.63,44500,44500,0,0,0,18000,18000,18000,0,0,0,0,0,84,21,0,0,2,0,3,1,17,4368,1092,0,0,0,1680,420,0,0,0,2016,504,0,0,0,0,0,44.5,18,.92944002,47.878292,19.366499,0,0,48,24,,330,165,
6495-001,1,360000,220000,0,220000,1,0,2,4.9400001,45000,45000,0,0,0,15000,15000,15000,0,0,13,41.599998,280000,0,0,0,0,1,1,3,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,220,45,15,.92944002,48.416248,16.13875,236.70166,387.32999,12,16,,23,28,
6496-001,1,324000,96000,96000,0,1,0,3,.60000002,21000,21000,0,0,0,15000,15000,15000,0,0,6,19.200001,60000,36,36,0,0,1,2,4,1,21,1872,1872,0,0,0,720,720,0,0,0,864,864,0,0,0,324,96,21,15,.92944002,22.59425,16.13875,103.288,348.59698,80,84,,372,376,
6497-001,1,90000,180000,180000,0,1,0,1,.60000002,20000,20000,0,0,0,68000,68000,68000,0,0,0,0,0,16,16,0,0,1,1,3,1,17,832,832,0,0,0,320,320,0,0,0,384,384,0,0,0,90,180,20,68,.92944002,21.518333,73.162331,193.66499,96.832497,46,46,,312,312,
6498-001,1,0,0,0,0,1,0,.5,1.49,0,0,0,0,0,13000,13000,13000,0,0,0,0,0,42,32,0,0,2,0,2,1,0,2184,1664,0,0,0,840,640,0,0,0,1008,768,0,0,0,0,0,0,13,.92944002,0,13.986917,0,0,43,43,,330,330,
6510-001,1,350000,0,0,0,1,0,8,4.3600001,89000,89000,0,0,0,344000,344000,344000,0,0,24,76.800003,100000,28,28,0,18,1,3,8,1,17,1456,1456,0,936,936,560,560,0,360,360,672,672,0,432,432,350,0,89,344,.92944002,95.756584,370.11533,0,376.57083,162,162,57,544,544,210
6512-001,1,0,0,0,0,1,0,2,1.89,3000,3000,0,0,0,12500,12500,12500,0,0,0,0,0,35,35,0,0,1,1,3,1,14,1820,1820,0,0,0,700,700,0,0,0,840,840,0,0,0,0,0,3,12.5,.92944002,3.2277501,13.448958,0,0,38,36,,304,288,
6514-001,1,0,0,0,0,1,0,2.5,20.77,0,0,0,0,0,37000,37000,37000,0,0,16,51.200001,70000,14,14,0,0,1,0,3,0,14,728,728,0,0,0,280,280,0,0,0,336,336,0,0,0,0,0,0,37,.92944002,0,39.808918,0,0,29,30,,109,110,
6515-001,1,258000,121000,105000,16000,1,0,5.3000002,.80000001,0,0,0,0,0,30000,30000,30000,0,0,0,0,0,42,42,0,0,1,3,6,1,2,2184,2184,0,0,0,840,840,0,0,0,1008,1008,0,0,0,258,121,0,30,.92944002,0,32.2775,130.18591,277.58649,102,96,,539,457,
6517-001,1,1501500,2140000,640000,1500000,1,0,11,5.7999997,0,0,0,0,0,184000,184000,184000,0,0,50,160,360000,70,126,0,0,1,0,3,2,17,3640,6552,0,0,0,1400,2520,0,0,0,1680,3024,0,0,0,1501.5,2140,0,184,.92944002,0,197.96866,2302.4617,1615.4889,150,310,,1263,2626,
6519-001,1,90000,0,0,0,1,0,1.4,.37,0,0,0,0,0,3500,3500,3500,0,0,0,0,0,0,0,0,0,2,2,4,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,3.5,.92944002,0,3.7657082,0,96.832497,,89,,,877,
6530-001,1,50000,0,0,0,1,0,.5,0,9700,9700,0,0,0,6500,6500,6500,0,0,14,44.799999,30000,0,60,0,0,1,1,9,1,0,0,3120,0,0,0,0,1200,0,0,0,0,1440,0,0,0,50,0,9.6999998,6.5,.92944002,10.436392,6.9934583,0,53.795834,,77,,,462,
6531-001,1,0,150000,150000,0,0,0,1,0,70200,0,40200,0,30000,31000,18500,16000,15000,.5,0,0,0,0,16,0,4,1,2,7,1,17,0,832,0,208,208,0,320,0,80,80,0,384,0,96,96,0,150,70.199997,31,.92944002,75.529343,33.353416,161.3875,0,36,27,8,144,108,32
