y4_hhid,farmer,output1,output2,prod_2,prod_3,maize,paddy,land_1,land_2,input,seedcost,fertile,herbi,pesti,capital,machin_1,machin_2,machin_3,irri_ratio,labour_total,laborE,labour_wage,hh_e66_m,hh_e66_f,hh_e66_t,hh_e66_c,head_sex,n_children,n_fam,n_female,edu_head,laborM,laborF,laborT,laborC,laborTC,laborM2,laborF2,laborT2,laborC2,laborTC2,laborM3,laborF3,laborT3,laborC3,laborTC3,output11,output22,input22,capital22,defl2014,input22_d,capital22_d,output22_d,output11_d,male_days,female_days,children_days,male_hours,female_hours,children_hours
4117-001,1,35000,0,0,0,1,0,1.5,1.58,102000,0,102000,0,0,8000,8000,8000,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,102,8,.92944002,109.7435,8.6073332,0,37.657082,,49,,,308,
4118-001,1,0,0,0,0,1,0,1.5,.79000002,132000,16000,116000,0,0,20000,20000,20000,0,0,13,41.599998,42000,36,0,0,0,1,2,5,1,11,1872,0,0,0,0,720,0,0,0,0,864,0,0,0,0,0,0,132,20,.92944002,142.021,21.518333,0,0,26,26,,146,146,
4119-001,1,0,0,0,0,1,0,3.5,4,188000,80000,108000,0,0,3060000,3060000,3060000,0,0,17,54.400002,135000,0,21,0,0,2,0,4,2,17,0,1092,0,0,0,0,420,0,0,0,0,504,0,0,0,0,0,188,3060,.92944002,202.27234,3292.3049,0,0,,51,19,,422,166
4120-001,1,0,30000,0,30000,1,0,5,4.54,336000,48000,288000,0,0,1418500,1418500,1418500,0,0,2,6.4000001,80000,60,18,0,14,1,0,4,0,14,3120,936,0,728,728,1200,360,0,280,280,1440,432,0,336,336,0,30,336,1418.5,.92944002,361.508,1526.1877,32.2775,0,52,52,104,279,279,558
4121-001,1,44500,137000,60000,77000,1,0,6.2000003,33.399998,158500,45500,113000,0,0,24000,24000,24000,0,0,10,32,45000,28,28,0,0,1,1,4,1,17,1456,1456,0,0,0,560,560,0,0,0,672,672,0,0,0,44.5,137,158.5,24,.92944002,170.53279,25.822001,147.40059,47.878292,90,90,,628,628,
4122-001,1,0,3250,0,3250,1,0,1,1.03,150000,0,150000,0,0,100000,100000,100000,0,0,0,0,0,0,14,0,0,2,0,1,0,14,0,728,0,0,0,0,280,0,0,0,0,336,0,0,0,0,3.25,150,100,.92944002,161.3875,107.59167,3.4967291,0,,52,,,366,
4123-001,1,125000,70000,0,70000,1,0,5,5.5799999,333000,133000,200000,0,0,308000,58000,58000,250000,.5,0,0,0,84,0,36,0,1,0,6,2,0,4368,0,1872,0,1872,1680,0,720,0,720,2016,0,864,0,864,125,70,333,308,.92944002,358.28024,331.38232,75.314163,134.48958,110,100,24,880,800,192
4135-001,1,0,0,0,0,0,0,3,0,0,0,0,0,0,19000,19000,19000,0,0,0,0,0,9,14,0,0,1,1,5,1,17,468,728,0,0,0,180,280,0,0,0,216,336,0,0,0,0,0,0,19,.92944002,0,20.442417,0,0,140,150,,700,750,
4136-001,1,0,0,0,0,0,0,1.5,1.01,1000,1000,0,0,0,11000,11000,11000,0,0,0,0,0,0,36,0,0,1,2,4,1,17,0,1872,0,0,0,0,720,0,0,0,0,864,0,0,0,0,0,1,11,.92944002,1.0759166,11.835083,0,0,,107,,,742,
4137-001,1,0,0,0,0,1,0,9,1.98,40000,40000,0,0,0,43000,43000,43000,0,0,0,0,0,90,90,45,90,2,0,7,2,0,4680,4680,2340,4680,7020,1800,1800,900,1800,2700,2160,2160,1080,2160,3240,0,0,40,43,.92944002,43.036667,46.264416,0,0,292,256,220,2336,2048,1760
4138-001,1,0,60000,60000,0,0,0,5,0,6000,6000,0,0,0,8000,8000,8000,0,0,14,44.799999,14000,0,36,0,36,2,2,5,1,17,0,1872,0,1872,1872,0,720,0,720,720,0,864,0,864,864,0,60,6,8,.92944002,6.4555001,8.6073332,64.555,0,,86,86,,451,451
4139-001,1,0,280000,30000,250000,1,0,4.5,1.1799999,33000,0,30000,0,3000,35000,35000,35000,0,0,0,0,0,20,20,40,20,2,0,5,1,0,1040,1040,2080,1040,3120,400,400,800,400,1200,480,480,960,480,1440,0,280,33,35,.92944002,35.505249,37.657082,301.25665,0,187,196,107,963,1008,619
4140-001,1,0,0,0,0,0,0,3,0,0,0,0,0,0,23000,23000,23000,0,0,0,0,0,35,28,0,0,1,1,7,1,17,1820,1456,0,0,0,700,560,0,0,0,840,672,0,0,0,0,0,0,23,.92944002,0,24.746082,0,0,35,110,,175,550,
4141-001,1,0,0,0,0,0,0,5,2.02,0,0,0,0,0,7000,7000,7000,0,0,0,0,0,48,48,0,0,1,0,4,1,0,2496,2496,0,0,0,960,960,0,0,0,1152,1152,0,0,0,0,0,0,7,.92944002,0,7.5314164,0,0,58,50,,332,300,
4142-001,1,0,0,0,0,1,0,3,1.15,0,0,0,0,0,15000,15000,15000,0,0,0,0,0,28,28,0,0,1,0,5,1,17,1456,1456,0,0,0,560,560,0,0,0,672,672,0,0,0,0,0,0,15,.92944002,0,16.13875,0,0,17,17,,102,102,
4154-001,1,0,2640000,0,2640000,0,0,4,3.3700001,1420000,0,1420000,0,0,15000,15000,15000,0,0,124,396.79999,810000,12,5,0,0,1,1,5,1,0,624,260,0,0,0,240,100,0,0,0,288,120,0,0,0,0,2640,1420,15,.92944002,1527.8016,16.13875,2840.4199,0,186,76,,1049,389,
4155-001,1,0,0,0,0,1,0,5,5.5700002,0,0,0,0,0,26000,26000,26000,0,0,30,96,120000,0,14,0,0,2,2,5,1,0,0,728,0,0,0,0,280,0,0,0,0,336,0,0,0,0,0,0,26,.92944002,0,27.973833,0,0,,36,,,260,
4156-001,1,0,0,0,0,0,0,.30000001,.1,2400,2400,0,0,0,8000,8000,8000,0,0,0,0,0,0,14,0,0,1,0,3,1,17,0,728,0,0,0,0,280,0,0,0,0,336,0,0,0,0,0,2.4000001,8,.92944002,2.5822001,8.6073332,0,0,0,11,,0,27,
4157-001,1,30000,0,0,0,1,0,4,0,0,0,0,0,0,7000,7000,7000,0,0,4,12.8,50000,0,0,0,0,1,1,3,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,7,.92944002,0,7.5314164,0,32.2775,0,,,0,,
4158-001,1,0,810000,390000,420000,1,0,5.5,2.26,0,0,0,0,0,6000,6000,6000,0,0,0,0,0,0,0,0,0,1,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,6,.92944002,0,6.4555001,871.49249,0,107,39,,463,154,
4159-001,1,144000,2000000,0,2000000,0,0,7.5,1.8,307500,67500,240000,0,0,17000,17000,17000,0,0,9,28.799999,230000,12,8,0,0,1,0,6,2,17,624,416,0,0,0,240,160,0,0,0,288,192,0,0,0,144,2000,307.5,17,.92944002,330.84436,18.290583,2151.8333,154.93199,64,57,,285,256,
4160-001,1,294000,0,0,0,1,0,10,0,220000,20000,200000,0,0,15000,15000,15000,0,0,72,230.39999,260000,27,20,0,0,1,0,2,1,16,1404,1040,0,0,0,540,400,0,0,0,648,480,0,0,0,294,0,220,15,.92944002,236.70166,16.13875,0,316.31949,51,55,,267,257,
4161-001,1,0,0,0,0,1,0,10,0,0,0,0,0,0,40000,40000,40000,0,0,0,0,0,7,0,0,0,1,3,5,1,17,364,0,0,0,0,140,0,0,0,0,168,0,0,0,0,0,0,0,40,.92944002,0,43.036667,0,0,35,27,,237,181,
