y4_hhid,labour_total,labore,labour_wage,labour_total_pola,labour_wage_pola,hourly_wage,hourly_wage_new
5979-001,11,35.200001,56000,11,56000,1590.9091,1590.9091
5980-001,0,0,0,0,0,,
5981-001,24,76.800003,46000,24,46000,598.95831,598.95831
5983-001,7,22.4,10000,7,10000,446.42859,446.42859
5984-001,720,2304,630000,720,630000,273.4375,273.4375
5985-001,0,0,0,0,0,,
5997-001,0,0,0,0,0,,
5998-001,0,0,0,0,0,,
5999-001,10,32,30000,10,30000,937.5,937.5
6000-001,42,134.39999,60000,42,60000,446.42859,446.42859
6001-001,0,0,0,0,0,,
6002-001,0,0,0,0,0,,
6003-001,29,92.800003,40000,29,40000,431.03445,431.03445
6018-001,14,44.799999,44000,14,44000,982.14288,982.14288
6021-001,4,12.8,20000,4,20000,1562.5,1562.5
6035-001,0,0,0,0,0,,
6036-001,0,0,0,0,0,,
6037-001,0,0,0,0,0,,
6038-001,3,9.6000004,25000,3,25000,2604.1665,2604.1665
6039-001,0,0,0,0,0,,
6040-001,50,160,30000,50,30000,187.5,187.5
6041-001,0,0,0,0,0,,
6042-001,7,22.4,21000,7,21000,937.5,937.5
6057-001,0,0,0,0,0,,
6074-001,82,262.39999,90000,82,90000,342.98782,342.98782
6075-001,0,0,0,0,0,,
6076-001,114,364.79999,114000,114,114000,312.5,312.5
6077-001,9,28.799999,6000,9,6000,208.33334,208.33334
6078-001,0,0,0,0,0,,
6079-001,4,12.8,0,4,19770.629,1544.5803,359
6080-001,0,0,0,0,0,,
6081-001,74,236.8,114000,74,114000,481.41891,481.41891
6092-001,0,0,0,0,0,,
6093-001,0,0,0,0,0,,
6094-001,0,0,0,0,0,,
6095-001,30,96,15000,30,15000,156.25,156.25
6096-001,60,192,89000,60,89000,463.54166,463.54166
6097-001,68,217.60001,0,68,226100.3,1039.0638,359
6098-001,0,0,0,0,0,,
6099-001,0,0,0,0,0,,
6111-001,0,0,0,0,0,,
6112-001,0,0,0,0,0,,
6113-001,0,0,0,0,0,,
6114-001,0,0,0,0,0,,
6115-001,0,0,0,0,0,,
6116-001,3,9.6000004,0,3,16546.727,1723.6173,359
6117-001,0,0,0,0,0,,
6118-001,0,0,0,0,0,,
6130-001,7,22.4,37000,7,37000,1651.7858,1651.7858
6131-001,0,0,0,0,0,,
6132-001,20,64,36000,20,36000,562.5,562.5
6133-001,29,92.800003,74000,29,74000,797.41376,797.41376
6134-001,0,0,0,0,0,,
6135-001,0,0,0,0,0,,
6137-001,23,73.599998,115000,23,115000,1562.5,1562.5
6149-001,201,643.20001,281500,201,281500,437.65546,437.65546
6150-001,4,12.8,17500,4,17500,1367.1875,1367.1875
6151-001,0,0,0,0,0,,
6152-001,28,89.599998,68000,28,68000,758.92859,758.92859
6153-001,50,160,50000,50,50000,312.5,312.5
6154-001,0,0,0,0,0,,
6155-001,0,0,0,0,0,,
6156-001,0,0,0,0,0,,
6168-001,0,0,0,0,0,,
6169-001,4,12.8,8000,4,8000,625,625
6170-001,0,0,0,0,0,,
6171-001,0,0,0,0,0,,
6172-001,3,9.6000004,10000,3,10000,1041.6666,1041.6666
6173-001,0,0,0,0,0,,
6174-001,0,0,0,0,0,,
6175-001,3,9.6000004,0,3,16546.727,1723.6173,359
6187-001,48,153.60001,115000,48,115000,748.69788,748.69788
6188-001,0,0,0,0,0,,
6189-001,0,0,0,0,0,,
6191-001,0,0,0,0,0,,
6192-001,19,60.799999,0,19,68129.141,1120.545,359
6193-001,0,0,0,0,0,,
6194-001,0,0,0,0,0,,
6195-001,0,0,0,0,0,,
6206-001,28,89.599998,52000,28,52000,580.35718,580.35718
6207-001,0,0,0,0,0,,
6208-001,165,528,330000,165,330000,625,625
6209-001,0,0,0,0,0,,
6210-001,4,12.8,8000,4,8000,625,625
6211-001,0,0,0,0,0,,
6212-001,0,0,0,0,0,,
6213-001,382,1222.4,795000,382,795000,650.35992,650.35992
6226-001,0,0,0,0,0,,
6227-001,0,0,0,0,0,,
6232-001,0,0,0,0,0,,
6244-001,20,64,31000,20,31000,484.375,484.375
6245-001,0,0,0,0,0,,
6246-001,0,0,0,0,0,,
6247-001,5,16,10000,5,10000,625,625
6248-001,0,0,0,0,0,,
6249-001,0,0,0,0,0,,
6250-001,0,0,0,0,0,,
6251-001,0,0,0,0,0,,
6263-001,58,185.60001,141000,58,141000,759.69824,759.69824
6264-001,0,0,0,0,0,,
6265-001,45,144,78000,45,78000,541.66669,541.66669
6266-001,56,179.2,60000,56,60000,334.82144,334.82144
6267-001,0,0,0,0,0,,
6268-001,34,108.8,166000,34,166000,1525.7352,1525.7352
6269-001,8,25.6,16000,8,16000,625,625
6270-001,10,32,15000,10,15000,468.75,468.75
6283-001,0,0,0,0,0,,
6302-001,0,0,0,0,0,,
6303-001,0,0,0,0,0,,
6305-001,0,0,0,0,0,,
6306-001,0,0,0,0,0,,
6308-001,3,9.6000004,60000,3,60000,6249.9995,6249.9995
6320-001,0,0,0,0,0,,
6321-001,0,0,0,0,0,,
6322-001,2,6.4000001,0,2,13322.826,2081.6917,359
6324-001,0,0,0,0,0,,
6325-001,0,0,0,0,0,,
6326-001,0,0,0,0,0,,
6328-001,0,0,0,0,0,,
6340-001,0,0,0,0,0,,
6341-001,6,19.200001,50000,6,50000,2604.1665,2604.1665
6343-001,0,0,0,0,0,,
6344-001,62,198.39999,20000,62,20000,100.80646,100.80646
6346-001,0,0,0,0,0,,
6358-001,17,54.400002,105,17,105,1.9301471,1.9301471
6359-001,0,0,0,0,0,,
6361-001,0,0,0,0,0,,
6364-001,0,0,0,0,0,,
6365-001,0,0,0,0,0,,
6366-001,0,0,0,0,0,,
6377-001,0,0,0,0,0,,
6378-001,0,0,0,0,0,,
6379-001,0,0,0,0,0,,
6380-001,7,22.4,0,7,29442.33,1314.3898,359
6381-001,0,0,0,0,0,,
6382-001,0,0,0,0,0,,
6383-001,0,0,0,0,0,,
6384-001,0,0,0,0,0,,
6396-001,38,121.6,305000,38,305000,2508.2236,2508.2236
6399-001,37,118.4,0,37,126159.36,1065.5352,359
6402-001,0,0,0,0,0,,
6415-001,54,172.8,620000,54,620000,3587.9629,3587.9629
6416-001,0,0,0,0,0,,
6417-001,0,0,0,0,0,,
6418-001,6,19.200001,50000,6,50000,2604.1665,2604.1665
6419-001,0,0,0,0,0,,
6420-001,10,32,50000,10,50000,1562.5,1562.5
6421-001,0,0,0,0,0,,
6422-001,63,201.60001,220000,63,220000,1091.2698,1091.2698
6434-001,55,176,95000,55,95000,539.77271,539.77271
6436-001,7,22.4,50000,7,50000,2232.1428,2232.1428
6438-001,0,0,0,0,0,,
6439-001,66,211.2,360000,66,360000,1704.5455,1704.5455
6441-001,0,0,0,0,0,,
6454-001,0,0,0,0,0,,
6455-001,0,0,0,0,0,,
6456-001,13,41.599998,30000,13,30000,721.15387,721.15387
6457-001,0,0,0,0,0,,
6458-001,0,0,0,0,0,,
6459-001,0,0,0,0,0,,
6461-001,20,64,30000,20,30000,468.75,468.75
6464-001,0,0,0,0,0,,
6472-001,0,0,0,0,0,,
6473-001,4,12.8,15000,4,15000,1171.875,1171.875
6474-001,0,0,0,0,0,,
6476-001,0,0,0,0,0,,
6477-001,0,0,0,0,0,,
6478-001,0,0,0,0,0,,
6479-001,0,0,0,0,0,,
6483-001,16,51.200001,80000,16,80000,1562.5,1562.5
6491-001,0,0,0,0,0,,
6492-001,0,0,0,0,0,,
6493-001,0,0,0,0,0,,
6494-001,0,0,0,0,0,,
6495-001,13,41.599998,280000,13,280000,6730.7695,6730.7695
6496-001,6,19.200001,60000,6,60000,3124.9998,3124.9998
6497-001,0,0,0,0,0,,
6498-001,0,0,0,0,0,,
6510-001,24,76.800003,100000,24,100000,1302.0833,1302.0833
6512-001,0,0,0,0,0,,
6514-001,16,51.200001,70000,16,70000,1367.1875,1367.1875
6515-001,0,0,0,0,0,,
6517-001,50,160,360000,50,360000,2250,2250
6519-001,0,0,0,0,0,,
6530-001,14,44.799999,30000,14,30000,669.64288,669.64288
6531-001,0,0,0,0,0,,
6540-001,0,0,0,0,0,,
6548-001,0,0,0,0,0,,
6549-001,5,16,30000,5,30000,1875,1875
6550-001,0,0,0,0,0,,
6551-001,4,12.8,10000,4,10000,781.25,781.25
6552-001,6,19.200001,25000,6,25000,1302.0833,1302.0833
6553-001,0,0,0,0,0,,
6554-001,4,12.8,15000,4,15000,1171.875,1171.875
6567-001,0,0,0,0,0,,
6568-001,0,0,0,0,0,,
6569-001,5,16,16000,5,16000,1000,1000
6570-001,9,28.799999,36000,9,36000,1250,1250
6572-001,8,25.6,70000,8,70000,2734.375,2734.375
6573-001,20,64,85000,20,85000,1328.125,1328.125
6574-001,7,22.4,35000,7,35000,1562.5,1562.5
6577-001,21,67.199997,75000,21,75000,1116.0715,1116.0715
6586-001,0,0,0,0,0,,
6589-001,0,0,0,0,0,,
6590-001,2,6.4000001,8000,2,8000,1250,1250
6591-001,0,0,0,0,0,,
6592-001,19,60.799999,78008,19,78008,1283.0264,1283.0264
6593-001,0,0,0,0,0,,
6594-001,0,0,0,0,0,,
6605-001,0,0,0,0,0,,
6606-001,0,0,0,0,0,,
6607-001,0,0,0,0,0,,
6608-001,4,12.8,5000,4,5000,390.625,390.625
6609-001,5,16,15000,5,15000,937.5,937.5
6610-001,0,0,0,0,0,,
6611-001,0,0,0,0,0,,
6612-001,0,0,0,0,0,,
6624-001,6,19.200001,25000,6,25000,1302.0833,1302.0833
6626-001,0,0,0,0,0,,
6629-001,0,0,0,0,0,,
6630-001,0,0,0,0,0,,
6631-001,0,0,0,0,0,,
6643-001,0,0,0,0,0,,
6644-001,8,25.6,0,8,32666.232,1276.0247,359
6645-001,0,0,0,0,0,,
6646-001,21,67.199997,90000,21,90000,1339.2858,1339.2858
6647-001,16,51.200001,64000,16,64000,1250,1250
6648-001,0,0,0,0,0,,
6649-001,2,6.4000001,14000,2,14000,2187.5,2187.5
6650-001,6,19.200001,30000,6,30000,1562.4999,1562.4999
6667-001,80,256,460000,80,460000,1796.875,1796.875
6681-001,26,83.199997,150000,26,150000,1802.8846,1802.8846
6683-001,0,0,0,0,0,,
6684-001,69,220.8,228000,69,228000,1032.6086,1032.6086
6686-001,52,166.39999,30000,52,30000,180.28847,180.28847
6688-001,0,0,0,0,0,,
6700-001,0,0,0,0,0,,
6701-001,11,35.200001,58000,11,58000,1647.7273,1647.7273
6703-001,0,0,0,0,0,,
6705-001,0,0,0,0,0,,
6706-001,0,0,0,0,0,,
6707-001,8,25.6,40000,8,40000,1562.5,1562.5
6719-001,27,86.400002,45000,27,45000,520.83331,520.83331
6720-001,6,19.200001,36000,6,36000,1874.9999,1874.9999
6722-001,0,0,0,0,0,,
6723-001,0,0,0,0,0,,
6724-001,0,0,0,0,0,,
6725-001,5,16,25000,5,25000,1562.5,1562.5
6726-001,0,0,0,0,0,,
6738-001,0,0,0,0,0,,
6739-001,28,89.599998,239000,28,239000,2667.4106,2667.4106
6740-001,0,0,0,0,0,,
6741-001,7,22.4,52000,7,52000,2321.4287,2321.4287
6742-001,48,153.60001,240000,48,240000,1562.4999,1562.4999
6744-001,45,144,239000,45,239000,1659.7222,1659.7222
6745-001,11,35.200001,88000,11,88000,2500,2500
6760-001,0,0,0,0,0,,
6776-001,44,140.8,180000,44,180000,1278.4091,1278.4091
6778-001,0,0,0,0,0,,
6795-001,4,12.8,20000,4,20000,1562.5,1562.5
6796-001,0,0,0,0,0,,
6797-001,16,51.200001,30000,16,30000,585.9375,585.9375
6798-001,0,0,0,0,0,,
6799-001,61,195.2,305000,61,305000,1562.5,1562.5
6800-001,12,38.400002,29000,12,29000,755.20831,755.20831
6801-001,0,0,0,0,0,,
6802-001,17,54.400002,90000,17,90000,1654.4117,1654.4117
6823-001,0,0,0,0,0,,
6833-001,0,0,0,0,0,,
6834-001,0,0,0,0,0,,
6835-001,0,0,0,0,0,,
6836-001,0,0,0,0,0,,
6837-001,23,73.599998,0,23,81024.75,1100.8798,359
6838-001,3,9.6000004,6000,3,6000,625,625
6840-001,0,0,0,0,0,,
6841-001,59,188.8,60000,59,60000,317.7966,317.7966
6852-001,5,16,10000,5,10000,625,625
6853-001,0,0,0,0,0,,
6855-001,0,0,0,0,0,,
6856-001,0,0,0,0,0,,
6857-001,3,9.6000004,0,3,16546.727,1723.6173,359
6858-001,0,0,0,0,0,,
6859-001,0,0,0,0,0,,
6872-001,0,0,0,0,0,,
6874-001,0,0,0,0,0,,
6875-001,0,0,0,0,0,,
6876-001,20,64,700000,20,700000,10937.5,10937.5
6877-001,26,83.199997,80000,26,80000,961.53851,961.53851
6878-001,53,169.60001,162000,53,162000,955.18866,955.18866
6888-001,0,0,0,0,0,,
6890-001,13,41.599998,50000,13,50000,1201.9231,1201.9231
6891-001,0,0,0,0,0,,
6892-001,0,0,0,0,0,,
6893-001,0,0,0,0,0,,
6895-001,0,0,0,0,0,,
6897-001,0,0,0,0,0,,
6899-001,52,166.39999,23000,52,23000,138.22116,138.22116
6909-001,7,22.4,20000,7,20000,892.85718,892.85718
6910-001,0,0,0,0,0,,
6911-001,2,6.4000001,0,2,13322.826,2081.6917,359
6913-001,0,0,0,0,0,,
6914-001,0,0,0,0,0,,
6915-001,0,0,0,0,0,,
6916-001,57,182.39999,0,57,190637.38,1045.1611,359
6919-001,0,0,0,0,0,,
6928-001,0,0,0,0,0,,
6929-001,23,73.599998,55000,23,55000,747.28265,747.28265
6930-001,3,9.6000004,15000,3,15000,1562.4999,1562.4999
6931-001,34,108.8,27000,34,27000,248.16176,248.16176
6932-001,2,6.4000001,9000,2,9000,1406.25,1406.25
6933-001,0,0,0,0,0,,
6934-001,0,0,0,0,0,,
6935-001,28,89.599998,30000,28,30000,334.82144,334.82144
6947-001,3,9.6000004,20000,3,20000,2083.3333,2083.3333
6948-001,0,0,0,0,0,,
6949-001,0,0,0,0,0,,
6950-001,0,0,0,0,0,,
6951-001,1,3.2,5000,1,5000,1562.5,1562.5
6952-001,6,19.200001,40000,6,40000,2083.3333,2083.3333
6953-001,0,0,0,0,0,,
6954-001,0,0,0,0,0,,
6966-001,0,0,0,0,0,,
6967-001,1,3.2,5400,1,5400,1687.5,1687.5
6968-001,0,0,0,0,0,,
6969-001,5,16,10500,5,10500,656.25,656.25
6970-001,1,3.2,10000,1,10000,3125,3125
6971-001,0,0,0,0,0,,
6972-001,0,0,0,0,0,,
6973-001,0,0,0,0,0,,
6986-001,0,0,0,0,0,,
6987-001,4,12.8,16045,4,16045,1253.5156,1253.5156
6988-001,0,0,0,0,0,,
6990-001,0,0,0,0,0,,
6991-001,0,0,0,0,0,,
6992-001,64,204.8,195000,64,195000,952.14844,952.14844
6994-001,0,0,0,0,0,,
7011-001,0,0,0,0,0,,
7023-001,0,0,0,0,0,,
7025-001,12,38.400002,10000,12,10000,260.41666,260.41666
7026-001,12,38.400002,26000,12,26000,677.08331,677.08331
7027-001,49,156.8,66000,49,66000,420.91837,420.91837
7028-001,92,294.39999,298000,92,298000,1012.2283,1012.2283
7029-001,19,60.799999,51500,19,51500,847.03949,847.03949
7030-001,14,44.799999,55000,14,55000,1227.6786,1227.6786
7042-001,0,0,0,0,0,,
7043-001,6,19.200001,0,6,26218.43,1365.5432,359
7044-001,130,416,900000,130,900000,2163.4614,2163.4614
7045-001,36,115.2,300000,36,300000,2604.1667,2604.1667
7046-001,0,0,0,0,0,,
7047-001,54,172.8,108000,54,108000,625,625
7048-001,0,0,0,0,0,,
7049-001,0,0,0,0,0,,
7083-001,48,153.60001,350000,48,350000,2278.6458,2278.6458
7087-001,138,441.60001,373000,138,373000,844.65576,844.65576
7099-001,3,9.6000004,0,3,16546.727,1723.6173,359
7100-001,6,19.200001,0,6,26218.43,1365.5432,359
7102-001,24,76.800003,56000,24,56000,729.16663,729.16663
7103-001,4,12.8,10000,4,10000,781.25,781.25
7105-001,49,156.8,95000,49,95000,605.86731,605.86731
7106-001,2,6.4000001,42000,2,42000,6562.5,6562.5
7108-001,26,83.199997,0,26,90696.453,1090.1017,359
7110-001,16,51.200001,30000,16,30000,585.9375,585.9375
7118-001,83,265.60001,193000,83,193000,726.65662,726.65662
7119-001,0,0,0,0,0,,
7120-001,6,19.200001,15000,6,15000,781.24994,781.24994
7121-001,0,0,0,0,0,,
7122-001,614,1964.8,3070000,614,3070000,1562.5,1562.5
7123-001,70,224,252000,70,252000,1125,1125
7124-001,12,38.400002,0,12,45561.836,1186.5061,359
7125-001,36,115.2,580000,36,580000,5034.7222,5034.7222
7156-001,0,0,0,0,0,,
7157-001,6,19.200001,0,6,26218.43,1365.5432,359
7158-001,14,44.799999,0,14,52009.637,1160.9294,359
7159-001,48,153.60001,0,48,161622.27,1052.2283,359
7161-001,4,12.8,20000,4,20000,1562.5,1562.5
7162-001,60,192,0,60,200309.08,1043.2765,359
7163-001,0,0,0,0,0,,
7166-001,1,3.2,5000,1,5000,1562.5,1562.5
7178-001,0,0,0,0,0,,
7182-001,9,28.799999,40000,9,40000,1388.8889,1388.8889
7194-001,14,44.799999,25000,14,25000,558.03571,558.03571
7195-001,74,236.8,369000,74,369000,1558.277,1558.277
7199-001,0,0,0,0,0,,
7200-001,5,16,25000,5,25000,1562.5,1562.5
7201-001,47,150.39999,24000,47,24000,159.57448,159.57448
7213-001,10,32,13000,10,13000,406.25,406.25
7214-001,0,0,0,0,0,,
7215-001,0,0,0,0,0,,
7217-001,0,0,0,0,0,,
7218-001,0,0,0,0,0,,
7219-001,0,0,0,0,0,,
7220-001,0,0,0,0,0,,
7232-001,8,25.6,0,8,32666.232,1276.0247,359
7233-001,48,153.60001,90000,48,90000,585.9375,585.9375
7234-001,112,358.39999,135000,112,135000,376.6741,376.6741
7235-001,0,0,0,0,0,,
7236-001,0,0,0,0,0,,
7237-001,32,102.4,71000,32,71000,693.35938,693.35938
7238-001,54,172.8,68000,54,68000,393.51852,393.51852
7239-001,0,0,0,0,0,,
7251-001,0,0,0,0,0,,
7252-001,90,288,700000,90,700000,2430.5557,2430.5557
7253-001,30,96,46000,30,46000,479.16666,479.16666
7254-001,9,28.799999,90000,9,90000,3125,3125
7255-001,3,9.6000004,50000,3,50000,5208.333,5208.333
7256-001,0,0,0,0,0,,
7257-001,16,51.200001,61000,16,61000,1191.4063,1191.4063
7258-001,0,0,0,0,0,,
7270-001,120,384,360000,120,360000,937.5,937.5
7271-001,33,105.6,90000,33,90000,852.27277,852.27277
7272-001,220,704,1370000,220,1370000,1946.0227,1946.0227
7273-001,12,38.400002,385000,12,385000,10026.041,10026.041
7274-001,14,44.799999,100000,14,100000,2232.1428,2232.1428
7275-001,0,0,0,0,0,,
7276-001,0,0,0,0,0,,
7277-001,6,19.200001,45000,6,45000,2343.75,2343.75
7289-001,0,0,0,0,0,,
7290-001,0,0,0,0,0,,
7291-001,16,51.200001,105000,16,105000,2050.7813,2050.7813
7292-001,0,0,0,0,0,,
7293-001,130,416,30000,130,30000,72.115387,72.115387
7294-001,85,272,30000,85,30000,110.29412,110.29412
7296-001,0,0,0,0,0,,
7331-001,8,25.6,70000,8,70000,2734.375,2734.375
7332-001,0,0,0,0,0,,
7338-001,0,0,0,0,0,,
7356-001,10,32,70000,10,70000,2187.5,2187.5
7365-001,2,6.4000001,10000,2,10000,1562.5,1562.5
7366-001,0,0,0,0,0,,
7367-001,0,0,0,0,0,,
7368-001,0,0,0,0,0,,
7370-001,7,22.4,60000,7,60000,2678.5715,2678.5715
7371-001,14,44.799999,20000,14,20000,446.42859,446.42859
7404-001,0,0,0,0,0,,
7442-001,3,9.6000004,25,3,25,2.6041665,2.6041665
7541-001,0,0,0,0,0,,
7596-001,0,0,0,0,0,,
7616-001,0,0,0,0,0,,
7631-001,0,0,0,0,0,,
7632-001,1,3.2,6000,1,6000,1875,1875
7636-001,0,0,0,0,0,,
7650-001,0,0,0,0,0,,
7652-001,0,0,0,0,0,,
7653-001,0,0,0,0,0,,
7654-001,34,108.8,120000,34,120000,1102.9412,1102.9412
7655-001,8,25.6,155000,8,155000,6054.6875,6054.6875
7656-001,33,105.6,58000,33,58000,549.24243,549.24243
7657-001,14,44.799999,120000,14,120000,2678.5715,2678.5715
7671-001,2,6.4000001,28000,2,28000,4375,4375
7673-001,26,83.199997,160000,26,160000,1923.077,1923.077
7674-001,48,153.60001,300000,48,300000,1953.1249,1953.1249
7675-001,0,0,0,0,0,,
7688-001,0,0,0,0,0,,
7689-001,0,0,0,0,0,,
7690-001,30,96,8000,30,8000,83.333336,83.333336
7691-001,0,0,0,0,0,,
7692-001,0,0,0,0,0,,
7693-001,0,0,0,0,0,,
7695-001,0,0,0,0,0,,
7707-001,2,6.4000001,120000,2,120000,18750,18750
7709-001,0,0,0,0,0,,
7711-001,0,0,0,0,0,,
7712-001,0,0,0,0,0,,
7713-001,0,0,0,0,0,,
7726-001,4,12.8,10000,4,10000,781.25,781.25
7727-001,0,0,0,0,0,,
7728-001,0,0,0,0,0,,
7729-001,20,64,54000,20,54000,843.75,843.75
7730-001,7,22.4,28000,7,28000,1250,1250
7731-001,0,0,0,0,0,,
7732-001,235,752,601000,235,601000,799.20215,799.20215
7733-001,44,140.8,210000,44,210000,1491.4773,1491.4773
7747-001,3,9.6000004,15000,3,15000,1562.4999,1562.4999
7749-001,50,160,47000,50,47000,293.75,293.75
7764-001,3,9.6000004,18000,3,18000,1874.9999,1874.9999
7765-001,0,0,0,0,0,,
7766-001,5,16,0,5,22994.529,1437.1581,359
7767-001,0,0,0,0,0,,
7768-001,0,0,0,0,0,,
7770-001,32,102.4,0,32,110039.86,1074.608,359
7771-001,0,0,0,0,0,,
7772-001,0,0,0,0,0,,
7783-001,3,9.6000004,5000,3,5000,520.83331,520.83331
7784-001,134,428.79999,440000,134,440000,1026.1194,1026.1194
7785-001,0,0,0,0,0,,
7786-001,0,0,0,0,0,,
7787-001,0,0,0,0,0,,
7788-001,0,0,0,0,0,,
7789-001,24,76.800003,22000,24,22000,286.45831,286.45831
7790-001,0,0,0,0,0,,
7802-001,100,320,40000,100,40000,125,125
7804-001,102,326.39999,0,102,335712.94,1028.5323,359
7805-001,14,44.799999,15000,14,15000,334.82144,334.82144
7806-001,8,25.6,6000,8,6000,234.375,234.375
7807-001,32,102.4,144000,32,144000,1406.25,1406.25
7808-001,0,0,0,0,0,,
7809-001,3,9.6000004,0,3,16546.727,1723.6173,359
7811-001,61,195.2,81000,61,81000,414.95901,414.95901
7821-001,100,320,453000,100,453000,1415.625,1415.625
7822-001,20,64,170000,20,170000,2656.25,2656.25
7823-001,0,0,0,0,0,,
7824-001,126,403.20001,164000,126,164000,406.74603,406.74603
7825-001,0,0,0,0,0,,
7826-001,99,316.79999,325000,99,325000,1025.8839,1025.8839
7827-001,0,0,0,0,0,,
7828-001,0,0,0,0,0,,
7840-001,0,0,0,0,0,,
7841-001,0,0,0,0,0,,
7842-001,9,28.799999,28000,9,28000,972.22223,972.22223
7843-001,2,6.4000001,50000,2,50000,7812.5,7812.5
7844-001,38,121.6,0,38,129383.27,1064.0071,359
7845-001,0,0,0,0,0,,
7846-001,0,0,0,0,0,,
7847-001,22,70.400002,80000,22,80000,1136.3636,1136.3636
7859-001,0,0,0,0,0,,
7860-001,0,0,0,0,0,,
7861-001,0,0,0,0,0,,
7862-001,72,230.39999,380000,72,380000,1649.3055,1649.3055
7863-001,18,57.599998,0,18,64905.242,1126.8271,359
7865-001,0,0,0,0,0,,
7866-001,0,0,0,0,0,,
7879-001,2,6.4000001,6000,2,6000,937.5,937.5
7897-001,0,0,0,0,0,,
7898-001,0,0,0,0,0,,
7899-001,0,0,0,0,0,,
7900-001,0,0,0,0,0,,
7901-001,0,0,0,0,0,,
7902-001,0,0,0,0,0,,
7903-001,0,0,0,0,0,,
7904-001,0,0,0,0,0,,
7916-001,0,0,0,0,0,,
7917-001,0,0,0,0,0,,
7918-001,0,0,0,0,0,,
7919-001,42,134.39999,42000,42,42000,312.5,312.5
7920-001,16,51.200001,6000,16,6000,117.1875,117.1875
7921-001,0,0,0,0,0,,
7922-001,0,0,0,0,0,,
7923-001,1,3.2,2500,1,2500,781.25,781.25
7935-001,47,150.39999,40000,47,40000,265.95746,265.95746
7936-001,5,16,30000,5,30000,1875,1875
7937-001,64,204.8,313000,64,313000,1528.3203,1528.3203
7938-001,74,236.8,155000,74,155000,654.56079,654.56079
7939-001,53,169.60001,0,53,177741.78,1048.0057,359
7940-001,49,156.8,145000,49,145000,924.74487,924.74487
7941-001,0,0,0,0,0,,
7942-001,0,0,0,0,0,,
7958-001,0,0,0,0,0,,
7973-001,36,115.2,20000,36,20000,173.61111,173.61111
7974-001,43,137.60001,36000,43,36000,261.6279,261.6279
7975-001,7,22.4,140000,7,140000,6250,6250
7976-001,3,9.6000004,9750,3,9750,1015.6249,1015.6249
7977-001,13,41.599998,42000,13,42000,1009.6154,1009.6154
7978-001,0,0,0,0,0,,
7979-001,1,3.2,20000,1,20000,6250,6250
7980-001,12,38.400002,20000,12,20000,520.83331,520.83331
7993-001,37,118.4,245400,37,245400,2072.635,2072.635
7995-001,102,326.39999,182000,102,182000,557.59802,557.59802
7996-001,0,0,0,0,0,,
7998-001,30,96,120000,30,120000,1250,1250
8011-001,0,0,0,0,0,,
8012-001,2,6.4000001,25000,2,25000,3906.25,3906.25
8013-001,12,38.400002,15000,12,15000,390.62497,390.62497
8014-001,0,0,0,0,0,,
8015-001,56,179.2,80000,56,80000,446.42859,446.42859
8016-001,0,0,0,0,0,,
8017-001,3,9.6000004,55000,3,55000,5729.1665,5729.1665
8018-001,0,0,0,0,0,,
8030-001,12,38.400002,18000,12,18000,468.74997,468.74997
8032-001,14,44.799999,35000,14,35000,781.25,781.25
8035-001,0,0,0,0,0,,
8036-001,9,28.799999,30000,9,30000,1041.6667,1041.6667
8039-001,0,0,0,0,0,,
8052-001,0,0,0,0,0,,
8068-001,24,76.800003,24000,24,24000,312.5,312.5
8069-001,39,124.8,45000,39,45000,360.5769,360.5769
8070-001,7,22.4,0,7,29442.33,1314.3898,359
8071-001,40,128,80000,40,80000,625,625
8073-001,42,134.39999,43000,42,43000,319.94049,319.94049
8074-001,0,0,0,0,0,,
8076-001,4,12.8,20000,4,20000,1562.5,1562.5
8079-001,40,128,15000,40,15000,117.1875,117.1875
8087-001,0,0,0,0,0,,
8088-001,3,9.6000004,30000,3,30000,3124.9998,3124.9998
8089-001,0,0,0,0,0,,
8090-001,21,67.199997,45000,21,45000,669.64288,669.64288
8091-001,13,41.599998,28000,13,28000,673.07697,673.07697
8092-001,11,35.200001,0,11,42337.934,1202.7822,359
8093-001,0,0,0,0,0,,
8094-001,24,76.800003,30000,24,30000,390.62497,390.62497
8106-001,0,0,0,0,0,,
8107-001,8,25.6,40000,8,40000,1562.5,1562.5
8108-001,33,105.6,90000,33,90000,852.27277,852.27277
8109-001,0,0,0,0,0,,
8110-001,3,9.6000004,20000,3,20000,2083.3333,2083.3333
8111-001,0,0,0,0,0,,
8112-001,0,0,0,0,0,,
8113-001,3,9.6000004,20000,3,20000,2083.3333,2083.3333
8126-001,11,35.200001,95000,11,95000,2698.8635,2698.8635
8130-001,30,96,82000,30,82000,854.16669,854.16669
8146-001,0,0,0,0,0,,
8150-001,0,0,0,0,0,,
8163-001,36,115.2,0,36,122935.46,1067.1481,359
8164-001,0,0,0,0,0,,
8167-001,57,182.39999,0,57,190637.38,1045.1611,359
8168-001,0,0,0,0,0,,
8169-001,0,0,0,0,0,,
8170-001,29,92.800003,77500,29,77500,835.12927,835.12927
8171-001,9,28.799999,0,9,35890.133,1246.1852,359
8173-001,6,19.200001,0,6,26218.43,1365.5432,359
8182-001,0,0,0,0,0,,
8183-001,0,0,0,0,0,,
8184-001,0,0,0,0,0,,
8185-001,0,0,0,0,0,,
8187-001,0,0,0,0,0,,
