y4_hhid,male_hours,male_days,female_hours,female_days,children_hours,children_days,kids_hours,kids_days,teenagers_hours,teenagers_days
3888-001,,,163.0,49.0,,,,,,
3889-001,694.0,121.0,694.0,121.0,233.0,47.0,233.0,47.0,,
3890-001,230.0,74.0,665.0,192.0,,,,,,
3891-001,556.0,162.0,464.0,115.0,295.0,84.0,,,295.0,84.0
3892-001,459.0,88.0,1050.0,192.0,,,,,,
3893-001,394.0,105.0,466.0,136.0,,,,,,
3894-001,272.0,73.0,285.0,79.0,,,,,,
3895-001,809.0,129.0,892.0,141.0,,,,,,
3907-001,,,90.0,17.0,,,,,,
3908-001,,,,,,,,,,
3909-001,190.0,35.0,186.0,31.0,,,,,,
3910-001,,,,,,,,,,
3911-001,36.0,6.0,36.0,6.0,,,,,,
3912-001,,,,,,,,,,
3913-001,,,,,,,,,,
3914-001,,,74.0,23.0,,,,,,
3926-001,4.0,4.0,,,,,,,,
3928-001,,,,,,,,,,
3929-001,,,,,,,,,,
3930-001,,,,,,,,,,
3931-001,,,702.0,114.0,,,,,,
3932-001,953.0,231.0,665.0,192.0,135.0,44.0,,,135.0,44.0
3933-001,276.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,,
3934-001,,,,,,,,,,
3945-001,,,1290.0,406.0,,,,,,
3946-001,415.0,111.0,257.0,105.0,202.0,50.0,202.0,50.0,,
3947-001,,,69.0,20.0,19.0,5.0,19.0,5.0,,
3948-001,133.0,47.0,118.0,42.0,20.0,7.0,,,20.0,7.0
3949-001,2184.0,448.0,1150.0,247.0,583.0,120.0,583.0,120.0,,
3950-001,168.0,24.0,168.0,24.0,,,,,,
3951-001,1276.0,262.0,748.0,183.0,908.0,230.0,908.0,230.0,,
3952-001,,,,,,,,,,
3964-001,,,,,,,,,,
3965-001,,,,,,,,,,
3966-001,,,,,,,,,,
3967-001,312.0,65.0,206.0,49.0,,,,,,
3968-001,,,,,,,,,,
3969-001,,,,,,,,,,
3970-001,517.0,104.0,517.0,104.0,,,,,,
3972-001,92.0,23.0,92.0,23.0,,,,,,
3983-001,,,,,,,,,,
3985-001,,,,,,,,,,
3987-001,,,,,,,,,,
3988-001,,,,,,,,,,
3989-001,,,,,,,,,,
3990-001,177.0,32.0,185.0,40.0,,,,,,
3993-001,,,,,,,,,,
3994-001,,,,,,,,,,
4002-001,440.0,66.0,86.0,12.0,424.0,61.0,86.0,12.0,338.0,49.0
4003-001,484.0,116.0,242.0,58.0,242.0,58.0,,,242.0,58.0
4004-001,391.0,61.0,391.0,61.0,89.0,15.0,89.0,15.0,,
4005-001,1572.0,262.0,786.0,131.0,960.0,160.0,174.0,29.0,786.0,131.0
4006-001,48.0,10.0,63.0,13.0,60.0,12.0,60.0,12.0,,
4007-001,830.0,114.0,1268.0,175.0,543.0,78.0,105.0,17.0,438.0,61.0
4008-001,792.0,216.0,804.0,218.0,402.0,109.0,402.0,109.0,,
4012-001,181.0,35.0,531.0,111.0,392.0,78.0,0.0,0.0,392.0,78.0
4022-001,97.0,15.0,97.0,15.0,61.0,9.0,,,61.0,9.0
4023-001,1005.0,198.0,1005.0,198.0,1473.0,292.0,468.0,94.0,1005.0,198.0
4024-001,92.0,20.0,92.0,20.0,88.0,16.0,88.0,16.0,,
4025-001,2068.0,322.0,2236.0,350.0,384.0,60.0,192.0,30.0,192.0,30.0
4026-001,382.0,79.0,198.0,41.0,169.0,35.0,169.0,35.0,,
4027-001,,,552.0,92.0,828.0,138.0,276.0,46.0,552.0,92.0
4028-001,22.0,5.0,,,,,,,,
4032-001,240.0,40.0,240.0,40.0,480.0,80.0,240.0,40.0,240.0,40.0
4040-001,422.0,92.0,362.0,81.0,209.0,41.0,209.0,41.0,,
4041-001,431.0,104.0,4199.0,1004.0,,,,,,
4042-001,45.0,7.0,311.0,66.0,59.0,11.0,59.0,11.0,,
4043-001,1108.0,171.0,8361.0,1296.0,5574.0,864.0,5574.0,864.0,,
4044-001,,,339.0,145.0,458.0,167.0,,,458.0,167.0
4045-001,319.0,52.0,277.0,45.0,463.0,76.0,144.0,24.0,319.0,52.0
4046-001,351.0,60.0,604.0,106.0,437.0,72.0,416.0,66.0,21.0,6.0
4047-001,280.0,88.0,,,,,,,,
4059-001,0.0,0.0,8.0,8.0,0.0,0.0,,,0.0,0.0
4060-001,,,,,,,,,,
4061-001,,,,,,,,,,
4062-001,,,48.0,37.0,,,,,,
4063-001,,,,,,,,,,
4064-001,,,23.0,23.0,,,,,,
4065-001,,,,,,,,,,
4067-001,,,,,,,,,,
4078-001,,,354.0,66.0,595.0,108.0,297.0,53.0,298.0,55.0
4079-001,,,137.0,24.0,205.0,36.0,205.0,36.0,,
4080-001,551.0,128.0,551.0,133.0,450.0,105.0,170.0,39.0,280.0,66.0
4081-001,,,881.0,183.0,637.0,139.0,,,637.0,139.0
4082-001,,,72.0,12.0,,,,,,
4083-001,,,,,,,,,,
4084-001,564.0,124.0,541.0,113.0,402.0,82.0,402.0,82.0,,
4085-001,119.0,42.0,139.0,51.0,,,,,,
4097-001,,,133.0,34.0,,,,,,
4098-001,,,,,,,,,,
4099-001,,,150.0,17.0,,,,,,
4100-001,179.0,36.0,179.0,36.0,,,,,,
4101-001,,,,,,,,,,
4102-001,,,,,,,,,,
4103-001,665.0,84.0,313.0,40.0,,,,,,
4104-001,15.0,3.0,747.0,121.0,,,,,,
4116-001,,,952.0,191.0,640.0,129.0,161.0,35.0,479.0,94.0
4117-001,,,308.0,49.0,,,,,,
4118-001,146.0,26.0,146.0,26.0,,,,,,
4119-001,,,422.0,51.0,166.0,19.0,166.0,19.0,,
4120-001,279.0,52.0,279.0,52.0,558.0,104.0,558.0,104.0,,
4121-001,628.0,90.0,628.0,90.0,,,,,,
4122-001,,,366.0,52.0,,,,,,
4123-001,880.0,110.0,800.0,100.0,192.0,24.0,,,192.0,24.0
4135-001,700.0,140.0,750.0,150.0,,,,,,
4136-001,,,742.0,107.0,,,,,,
4137-001,2336.0,292.0,2048.0,256.0,1760.0,220.0,1760.0,220.0,,
4138-001,,,451.0,86.0,451.0,86.0,451.0,86.0,,
4139-001,963.0,187.0,1008.0,196.0,619.0,107.0,208.0,36.0,411.0,71.0
4140-001,175.0,35.0,550.0,110.0,,,,,,
4141-001,332.0,58.0,300.0,50.0,,,,,,
4142-001,102.0,17.0,102.0,17.0,,,,,,
4154-001,1049.0,186.0,389.0,76.0,,,,,,
4155-001,,,260.0,36.0,,,,,,
4156-001,0.0,0.0,27.0,11.0,,,,,,
4157-001,0.0,0.0,,,,,,,,
4158-001,463.0,107.0,154.0,39.0,,,,,,
4159-001,285.0,64.0,256.0,57.0,,,,,,
4160-001,267.0,51.0,257.0,55.0,,,,,,
4161-001,237.0,35.0,181.0,27.0,,,,,,
4173-001,,,,,,,,,,
4174-001,,,,,,,,,,
4175-001,31.0,15.0,15.0,5.0,,,,,,
4176-001,1360.0,200.0,2080.0,290.0,,,,,,
4177-001,,,,,,,,,,
4178-001,884.0,135.0,870.0,132.0,,,,,,
4179-001,204.0,34.0,168.0,28.0,,,,,,
4180-001,,,,,,,,,,
4192-001,,,697.0,126.0,,,,,,
4193-001,,,,,,,,,,
4195-001,444.0,57.0,404.0,52.0,,,,,,
4196-001,146.0,35.0,146.0,35.0,111.0,24.0,111.0,24.0,,
4197-001,539.0,77.0,973.0,139.0,,,,,,
4198-001,486.0,118.0,603.0,135.0,489.0,107.0,489.0,107.0,,
4199-001,0.0,0.0,420.0,82.0,,,,,,
4200-001,590.0,69.0,501.0,61.0,,,,,,
4211-001,356.0,62.0,,,,,,,,
4212-001,392.0,60.0,457.0,70.0,,,,,,
4213-001,1040.0,291.0,546.0,141.0,,,,,,
4214-001,564.0,127.0,556.0,123.0,,,,,,
4215-001,35.0,20.0,14.0,7.0,,,,,,
4216-001,1743.0,208.0,808.0,97.0,630.0,76.0,,,630.0,76.0
4217-001,625.0,174.0,503.0,146.0,,,,,,
4218-001,130.0,20.0,,,,,,,,
4230-001,,,,,,,,,,
4232-001,,,,,,,,,,
4233-001,,,,,,,,,,
4234-001,3.0,3.0,190.0,54.0,,,,,,
4235-001,,,,,,,,,,
4236-001,,,,,,,,,,
4237-001,,,,,,,,,,
4238-001,,,,,,,,,,
4249-001,96.0,24.0,96.0,24.0,,,,,,
4250-001,330.0,55.0,330.0,55.0,306.0,51.0,306.0,51.0,,
4251-001,1596.0,266.0,954.0,159.0,210.0,35.0,210.0,35.0,,
4252-001,186.0,35.0,186.0,35.0,,,,,,
4253-001,180.0,50.0,90.0,25.0,,,,,,
4254-001,,,222.0,37.0,,,,,,
4255-001,,,300.0,60.0,,,,,,
4256-001,,,64.0,32.0,,,,,,
4268-001,,,150.0,15.0,,,,,,
4269-001,,,962.0,194.0,,,,,,
4270-001,374.0,106.0,1006.0,303.0,,,,,,
4271-001,347.0,65.0,297.0,55.0,,,,,,
4272-001,,,,,,,,,,
4273-001,182.0,26.0,182.0,26.0,,,,,,
4274-001,870.0,87.0,870.0,87.0,2140.0,214.0,1270.0,127.0,870.0,87.0
4275-001,,,306.0,51.0,,,,,,
4287-001,288.0,56.0,127.0,32.0,,,,,,
4288-001,330.0,55.0,48.0,8.0,,,,,,
4289-001,,,294.0,61.0,269.0,56.0,,,269.0,56.0
4290-001,2240.0,298.0,1600.0,215.0,,,,,,
4291-001,,,,,,,,,,
4292-001,129.0,16.0,,,,,,,,
4293-001,,,,,,,,,,
4294-001,,,,,,,,,,
4306-001,290.0,75.0,148.0,39.0,,,,,,
4307-001,1018.0,211.0,998.0,207.0,,,,,,
4308-001,870.0,145.0,870.0,145.0,1740.0,290.0,1740.0,290.0,,
4309-001,560.0,112.0,560.0,112.0,,,,,,
4310-001,672.0,112.0,336.0,56.0,,,,,,
4311-001,611.0,107.0,1222.0,214.0,,,,,,
4312-001,128.0,32.0,128.0,32.0,,,,,,
4313-001,2214.0,369.0,1044.0,174.0,,,,,,
4325-001,,,48.0,10.0,,,,,,
4326-001,448.0,56.0,224.0,28.0,32.0,4.0,,,32.0,4.0
4327-001,,,,,,,,,,
4328-001,615.0,90.0,615.0,90.0,1230.0,180.0,615.0,90.0,615.0,90.0
4329-001,,,,,,,,,,
4330-001,848.0,106.0,848.0,106.0,,,,,,
4331-001,258.0,34.0,258.0,34.0,,,,,,
4332-001,756.0,79.0,756.0,79.0,,,,,,
4344-001,,,,,,,,,,
4345-001,,,,,,,,,,
4346-001,514.0,98.0,550.0,104.0,,,,,,
4347-001,,,,,,,,,,
4348-001,,,308.0,56.0,193.0,37.0,79.0,15.0,114.0,22.0
4349-001,306.0,39.0,310.0,37.0,,,,,,
4350-001,,,,,,,,,,
4351-001,,,,,,,,,,
4363-001,289.0,107.0,289.0,107.0,,,,,,
4364-001,242.0,53.0,375.0,90.0,68.0,32.0,68.0,32.0,,
4365-001,,,3078.0,618.0,2803.0,563.0,1539.0,309.0,1264.0,254.0
4366-001,,,838.0,182.0,,,,,,
4367-001,,,391.0,140.0,54.0,16.0,54.0,16.0,,
4368-001,,,702.0,120.0,,,,,,
4369-001,1482.0,287.0,1482.0,287.0,1482.0,287.0,,,1482.0,287.0
4370-001,300.0,50.0,372.0,62.0,,,,,,
4382-001,,,,,,,,,,
4383-001,,,116.0,38.0,194.0,41.0,104.0,21.0,90.0,20.0
4384-001,,,0.0,0.0,,,,,,
4385-001,413.0,87.0,354.0,66.0,252.0,48.0,252.0,48.0,,
4386-001,324.0,66.0,434.0,102.0,213.0,47.0,,,213.0,47.0
4387-001,539.0,98.0,290.0,57.0,0.0,0.0,0.0,0.0,,
4388-001,270.0,37.0,270.0,37.0,,,,,,
4390-001,299.0,74.0,184.0,45.0,236.0,58.0,236.0,58.0,,
4401-001,,,,,,,,,,
4402-001,,,,,,,,,,
4403-001,,,,,,,,,,
4404-001,,,,,,,,,,
4405-001,76.0,18.0,,,,,,,,
4406-001,,,,,,,,,,
4407-001,1110.0,190.0,,,,,,,,
4409-001,,,,,,,,,,
4420-001,225.0,35.0,,,450.0,70.0,225.0,35.0,225.0,35.0
4421-001,176.0,42.0,352.0,84.0,,,,,,
4422-001,112.0,29.0,,,300.0,75.0,200.0,50.0,100.0,25.0
4423-001,420.0,62.0,164.0,28.0,183.0,28.0,0.0,0.0,183.0,28.0
4424-001,193.0,35.0,126.0,24.0,,,,,,
4425-001,41.0,4.0,,,,,,,,
4426-001,,,85.0,17.0,,,,,,
4427-001,,,400.0,50.0,,,,,,
4439-001,42.0,6.0,121.0,22.0,77.0,15.0,77.0,15.0,,
4440-001,386.0,94.0,386.0,94.0,241.0,59.0,241.0,59.0,,
4441-001,2570.0,270.0,955.0,105.0,1193.0,125.0,792.0,83.0,401.0,42.0
4442-001,304.0,49.0,304.0,49.0,153.0,24.0,153.0,24.0,,
4443-001,238.0,54.0,366.0,84.0,61.0,14.0,,,61.0,14.0
4444-001,161.0,34.0,161.0,34.0,,,,,,
4445-001,888.0,120.0,888.0,120.0,184.0,26.0,184.0,26.0,,
4446-001,1672.0,232.0,716.0,101.0,1000.0,138.0,1000.0,138.0,,
4458-001,,,,,,,,,,
4461-001,337.0,109.0,321.0,101.0,,,,,,
4462-001,296.0,67.0,151.0,34.0,242.0,48.0,162.0,32.0,80.0,16.0
4463-001,334.0,65.0,300.0,61.0,54.0,14.0,27.0,7.0,27.0,7.0
4464-001,113.0,25.0,,,,,,,,
4465-001,166.0,26.0,80.0,13.0,,,,,,
4466-001,,,,,,,,,,
4467-001,,,131.0,33.0,123.0,25.0,,,123.0,25.0
4477-001,56.0,14.0,85.0,19.0,56.0,14.0,56.0,14.0,,
4478-001,18.0,3.0,112.0,21.0,224.0,42.0,224.0,42.0,,
4479-001,1468.0,234.0,2202.0,351.0,734.0,117.0,734.0,117.0,,
4480-001,,,255.0,47.0,320.0,58.0,320.0,58.0,,
4481-001,,,,,,,,,,
4482-001,320.0,63.0,420.0,82.0,294.0,56.0,188.0,36.0,106.0,20.0
4483-001,163.0,30.0,163.0,30.0,185.0,34.0,22.0,4.0,163.0,30.0
4484-001,340.0,39.0,502.0,65.0,176.0,20.0,176.0,20.0,,
4496-001,477.0,50.0,477.0,50.0,,,,,,
4497-001,,,340.0,76.0,,,,,,
4498-001,582.0,76.0,583.0,77.0,688.0,108.0,688.0,108.0,,
4499-001,1244.0,127.0,250.0,25.0,,,,,,
4500-001,,,320.0,56.0,,,,,,
4501-001,5736.0,896.0,2868.0,448.0,,,,,,
4502-001,1569.0,196.0,1618.0,203.0,1604.0,201.0,1604.0,201.0,,
4503-001,,,333.0,71.0,367.0,75.0,,,367.0,75.0
4515-001,,,70.0,12.0,,,,,,
4516-001,125.0,25.0,125.0,25.0,,,,,,
4517-001,120.0,20.0,352.0,53.0,,,,,,
4518-001,96.0,16.0,96.0,16.0,,,,,,
4519-001,206.0,42.0,232.0,46.0,,,,,,
4520-001,345.0,74.0,381.0,86.0,,,,,,
4521-001,131.0,22.0,262.0,44.0,285.0,48.0,23.0,4.0,262.0,44.0
4522-001,434.0,119.0,434.0,119.0,546.0,149.0,434.0,119.0,112.0,30.0
4534-001,265.0,57.0,225.0,49.0,147.0,31.0,147.0,31.0,,
4535-001,874.0,85.0,449.0,44.0,898.0,88.0,,,898.0,88.0
4537-001,126.0,21.0,216.0,36.0,78.0,13.0,78.0,13.0,,
4538-001,516.0,86.0,384.0,64.0,,,,,,
4539-001,158.0,26.0,158.0,26.0,,,,,,
4540-001,2460.0,348.0,1230.0,174.0,,,,,,
4541-001,,,416.0,90.0,310.0,68.0,310.0,68.0,,
4543-001,214.0,32.0,107.0,16.0,77.0,11.0,77.0,11.0,,
4553-001,,,,,,,,,,
4554-001,,,,,,,,,,
4555-001,,,,,,,,,,
4556-001,,,,,,,,,,
4557-001,159.0,39.0,129.0,31.0,,,,,,
4559-001,,,,,,,,,,
4560-001,187.0,17.0,231.0,21.0,,,,,,
4564-001,,,,,,,,,,
4572-001,96.0,14.0,57.0,8.0,,,,,,
4573-001,280.0,55.0,454.0,89.0,151.0,30.0,,,151.0,30.0
4574-001,585.0,89.0,890.0,126.0,1323.0,180.0,940.0,131.0,383.0,49.0
4575-001,89.0,19.0,338.0,62.0,,,,,,
4576-001,,,875.0,150.0,0.0,0.0,0.0,0.0,,
4577-001,,,216.0,34.0,144.0,20.0,144.0,20.0,,
4578-001,,,,,,,,,,
4579-001,,,184.0,42.0,176.0,40.0,70.0,16.0,106.0,24.0
4591-001,198.0,26.0,283.0,40.0,566.0,80.0,283.0,40.0,283.0,40.0
4592-001,974.0,203.0,342.0,71.0,374.0,78.0,116.0,24.0,258.0,54.0
4593-001,642.0,117.0,116.0,19.0,214.0,39.0,,,214.0,39.0
4594-001,156.0,34.0,128.0,28.0,151.0,33.0,,,151.0,33.0
4595-001,1140.0,171.0,1170.0,176.0,50.0,8.0,50.0,8.0,,
4596-001,491.0,77.0,487.0,76.0,978.0,153.0,978.0,153.0,,
4597-001,526.0,97.0,327.0,65.0,1052.0,194.0,1052.0,194.0,,
4598-001,,,385.0,66.0,15.0,3.0,15.0,3.0,,
4610-001,1350.0,150.0,805.0,105.0,,,,,,
4611-001,249.0,44.0,204.0,36.0,,,,,,
4612-001,246.0,41.0,246.0,41.0,492.0,82.0,246.0,41.0,246.0,41.0
4613-001,,,214.0,59.0,,,,,,
4614-001,308.0,43.0,308.0,43.0,,,,,,
4615-001,62.0,14.0,90.0,21.0,102.0,24.0,102.0,24.0,,
4616-001,1168.0,153.0,1224.0,160.0,1224.0,160.0,612.0,80.0,612.0,80.0
4618-001,301.0,48.0,478.0,76.0,181.0,29.0,,,181.0,29.0
4629-001,,,648.0,83.0,,,,,,
4630-001,1385.0,234.0,160.0,27.0,236.0,40.0,,,236.0,40.0
4631-001,336.0,52.0,336.0,52.0,,,,,,
4633-001,309.0,45.0,103.0,15.0,206.0,30.0,,,206.0,30.0
4634-001,416.0,54.0,725.0,102.0,929.0,127.0,929.0,127.0,,
4635-001,378.0,63.0,378.0,63.0,756.0,126.0,756.0,126.0,,
4636-001,96.0,16.0,74.0,12.0,,,,,,
4640-001,684.0,114.0,608.0,102.0,304.0,51.0,,,304.0,51.0
4648-001,,,202.0,39.0,,,,,,
4649-001,695.0,97.0,695.0,97.0,,,,,,
4650-001,382.0,79.0,442.0,85.0,256.0,51.0,,,256.0,51.0
4651-001,12.0,3.0,75.0,56.0,,,,,,
4652-001,618.0,115.0,784.0,147.0,638.0,119.0,,,638.0,119.0
4653-001,380.0,58.0,389.0,62.0,,,,,,
4654-001,940.0,165.0,1880.0,330.0,,,,,,
4655-001,614.0,138.0,248.0,57.0,206.0,47.0,,,206.0,47.0
4667-001,812.0,116.0,,,,,,,,
4668-001,50.0,15.0,,,,,,,,
4669-001,,,632.0,94.0,,,,,,
4670-001,954.0,159.0,954.0,159.0,2862.0,477.0,1908.0,318.0,954.0,159.0
4671-001,,,206.0,32.0,24.0,4.0,24.0,4.0,,
4672-001,414.0,52.0,414.0,52.0,,,,,,
4673-001,152.0,20.0,160.0,20.0,,,,,,
4674-001,,,936.0,216.0,383.0,88.0,,,383.0,88.0
4686-001,33.0,9.0,0.0,0.0,,,,,,
4687-001,35.0,35.0,,,,,,,,
4688-001,,,,,,,,,,
4689-001,,,,,,,,,,
4690-001,565.0,65.0,469.0,49.0,,,,,,
4691-001,,,,,,,,,,
4692-001,,,,,,,,,,
4693-001,172.0,62.0,130.0,55.0,,,,,,
4705-001,1710.0,270.0,570.0,90.0,,,,,,
4706-001,464.0,63.0,1788.0,231.0,71.0,10.0,,,71.0,10.0
4707-001,256.0,32.0,,,752.0,94.0,240.0,30.0,512.0,64.0
4708-001,161.0,23.0,147.0,21.0,,,,,,
4709-001,720.0,120.0,1440.0,240.0,612.0,102.0,612.0,102.0,,
4710-001,602.0,107.0,602.0,107.0,,,,,,
4711-001,1060.0,216.0,1060.0,216.0,1672.0,344.0,,,1672.0,344.0
4712-001,528.0,51.0,528.0,51.0,,,,,,
4724-001,,,,,,,,,,
4725-001,783.0,141.0,522.0,94.0,196.0,34.0,,,196.0,34.0
4726-001,26.0,8.0,26.0,8.0,,,,,,
4727-001,1437.0,234.0,479.0,78.0,958.0,156.0,,,958.0,156.0
4728-001,544.0,102.0,544.0,102.0,330.0,62.0,330.0,62.0,,
4729-001,240.0,40.0,240.0,40.0,480.0,80.0,240.0,40.0,240.0,40.0
4730-001,2040.0,414.0,958.0,197.0,,,,,,
4731-001,99.0,20.0,,,,,,,,
4743-001,192.0,32.0,192.0,32.0,192.0,32.0,192.0,32.0,,
4744-001,123.0,22.0,123.0,22.0,246.0,44.0,246.0,44.0,,
4745-001,143.0,22.0,429.0,66.0,,,,,,
4746-001,88.0,17.0,88.0,17.0,32.0,6.0,32.0,6.0,,
4747-001,40.0,9.0,102.0,26.0,30.0,13.0,30.0,13.0,,
4748-001,6.0,2.0,59.0,12.0,,,,,,
4749-001,,,68.0,12.0,,,,,,
4750-001,2317.0,475.0,3926.0,830.0,,,,,,
4762-001,,,288.0,32.0,,,,,,
4763-001,372.0,67.0,372.0,67.0,380.0,69.0,380.0,69.0,,
4764-001,2668.0,384.0,1033.0,149.0,301.0,43.0,301.0,43.0,,
4765-001,855.0,95.0,855.0,95.0,,,,,,
4766-001,970.0,124.0,1208.0,155.0,36.0,6.0,18.0,3.0,18.0,3.0
4767-001,627.0,73.0,457.0,53.0,,,,,,
4768-001,1070.0,122.0,1070.0,122.0,2204.0,248.0,1134.0,126.0,1070.0,122.0
4769-001,1908.0,323.0,1889.0,318.0,1529.0,251.0,736.0,121.0,793.0,130.0
4781-001,74.0,11.0,74.0,11.0,,,,,,
4782-001,476.0,67.0,476.0,67.0,118.0,17.0,,,118.0,17.0
4783-001,1344.0,252.0,896.0,168.0,448.0,84.0,448.0,84.0,,
4785-001,70.0,13.0,130.0,24.0,130.0,24.0,130.0,24.0,,
4786-001,,,98.0,25.0,,,,,,
4787-001,68.0,17.0,,,,,,,,
4788-001,711.0,136.0,616.0,114.0,1219.0,236.0,586.0,113.0,633.0,123.0
4789-001,166.0,27.0,156.0,26.0,,,,,,
4800-001,3363.0,411.0,3363.0,411.0,,,,,,
4801-001,,,78.0,16.0,,,,,,
4802-001,,,184.0,32.0,142.0,25.0,142.0,25.0,,
4803-001,,,,,,,,,,
4804-001,,,3187.0,695.0,1414.0,292.0,,,1414.0,292.0
4805-001,2910.0,485.0,720.0,120.0,720.0,120.0,,,720.0,120.0
4806-001,587.0,77.0,587.0,77.0,,,,,,
4807-001,680.0,182.0,219.0,58.0,,,,,,
4820-001,386.0,61.0,,,,,,,,
4821-001,539.0,117.0,539.0,117.0,,,,,,
4822-001,866.0,142.0,433.0,71.0,1271.0,185.0,838.0,114.0,433.0,71.0
4823-001,489.0,127.0,582.0,158.0,1214.0,334.0,632.0,176.0,582.0,158.0
4824-001,,,70.0,13.0,,,,,,
4825-001,,,126.0,18.0,,,,,,
4826-001,444.0,74.0,762.0,127.0,546.0,91.0,210.0,35.0,336.0,56.0
4829-001,405.0,60.0,405.0,60.0,446.0,66.0,258.0,38.0,188.0,28.0
4838-001,620.0,98.0,254.0,42.0,,,,,,
4839-001,222.0,37.0,,,,,,,,
4840-001,336.0,55.0,268.0,44.0,,,,,,
4841-001,252.0,49.0,252.0,49.0,436.0,85.0,172.0,34.0,264.0,51.0
4842-001,624.0,104.0,624.0,104.0,624.0,104.0,,,624.0,104.0
4843-001,591.0,83.0,556.0,78.0,,,,,,
4844-001,1208.0,138.0,604.0,69.0,1812.0,207.0,604.0,69.0,1208.0,138.0
4845-001,972.0,184.0,514.0,99.0,,,,,,
4857-001,,,96.0,17.0,,,,,,
4858-001,201.0,39.0,201.0,39.0,,,,,,
4859-001,317.0,57.0,457.0,91.0,,,,,,
4860-001,176.0,46.0,541.0,133.0,,,,,,
4861-001,,,701.0,142.0,,,,,,
4862-001,,,38.0,13.0,,,,,,
4863-001,795.0,280.0,795.0,280.0,,,,,,
4864-001,344.0,50.0,371.0,58.0,431.0,64.0,344.0,50.0,87.0,14.0
4876-001,490.0,63.0,490.0,63.0,14.0,2.0,14.0,2.0,,
4877-001,490.0,70.0,490.0,70.0,889.0,127.0,,,889.0,127.0
4878-001,742.0,99.0,284.0,54.0,,,,,,
4879-001,1193.0,150.0,1193.0,150.0,4772.0,600.0,4772.0,600.0,,
4880-001,1589.0,177.0,4767.0,531.0,3178.0,354.0,1589.0,177.0,1589.0,177.0
4881-001,126.0,21.0,168.0,28.0,252.0,42.0,252.0,42.0,,
4882-001,415.0,71.0,767.0,165.0,,,,,,
4883-001,280.0,42.0,316.0,47.0,710.0,106.0,455.0,68.0,255.0,38.0
4895-001,451.0,88.0,189.0,34.0,43.0,8.0,,,43.0,8.0
4896-001,602.0,105.0,530.0,92.0,,,,,,
4897-001,237.0,58.0,314.0,62.0,418.0,76.0,418.0,76.0,,
4898-001,540.0,107.0,1807.0,324.0,547.0,98.0,547.0,98.0,,
4899-001,194.0,45.0,168.0,37.0,,,,,,
4900-001,,,106.0,28.0,15.0,4.0,15.0,4.0,,
4901-001,219.0,44.0,233.0,51.0,,,,,,
4902-001,396.0,90.0,567.0,126.0,304.0,65.0,304.0,65.0,,
4914-001,,,256.0,67.0,,,,,,
4915-001,,,192.0,43.0,206.0,47.0,,,206.0,47.0
4916-001,297.0,86.0,289.0,82.0,,,,,,
4917-001,170.0,46.0,162.0,44.0,132.0,35.0,132.0,35.0,,
4918-001,,,232.0,51.0,,,,,,
4919-001,,,366.0,63.0,,,,,,
4920-001,498.0,117.0,498.0,117.0,,,,,,
4921-001,,,122.0,47.0,,,,,,
4933-001,,,,,,,,,,
4934-001,131.0,33.0,131.0,33.0,,,,,,
4935-001,525.0,105.0,,,,,,,,
4936-001,206.0,22.0,206.0,22.0,,,,,,
4937-001,23.0,3.0,807.0,111.0,,,,,,
4938-001,444.0,74.0,888.0,148.0,888.0,148.0,,,888.0,148.0
4939-001,,,341.0,69.0,,,,,,
4940-001,920.0,150.0,920.0,150.0,830.0,135.0,,,830.0,135.0
4952-001,,,,,,,,,,
4953-001,,,,,,,,,,
4954-001,293.0,40.0,,,,,,,,
4955-001,240.0,60.0,,,,,,,,
4956-001,,,,,,,,,,
4957-001,,,,,,,,,,
4958-001,,,,,,,,,,
4959-001,,,,,,,,,,
4971-001,348.0,87.0,341.0,87.0,161.0,42.0,161.0,42.0,,
4972-001,822.0,172.0,,,,,,,,
4973-001,400.0,63.0,475.0,116.0,693.0,156.0,105.0,23.0,588.0,133.0
4974-001,110.0,30.0,407.0,109.0,24.0,8.0,24.0,8.0,,
4975-001,247.0,40.0,113.0,17.0,,,,,,
4976-001,436.0,88.0,424.0,85.0,124.0,17.0,124.0,17.0,,
4977-001,,,,,,,,,,
4978-001,815.0,123.0,1015.0,152.0,,,,,,
4990-001,,,39.0,14.0,,,,,,
4991-001,1452.0,242.0,1068.0,178.0,450.0,75.0,450.0,75.0,,
4992-001,480.0,80.0,480.0,80.0,,,,,,
4993-001,150.0,60.0,150.0,60.0,,,,,,
4994-001,624.0,104.0,624.0,104.0,24.0,4.0,24.0,4.0,,
4995-001,368.0,76.0,360.0,72.0,720.0,144.0,395.0,79.0,325.0,65.0
4996-001,952.0,254.0,426.0,117.0,,,,,,
4997-001,659.0,107.0,1100.0,170.0,,,,,,
5009-001,56.0,12.0,56.0,12.0,,,,,,
5010-001,,,,,,,,,,
5011-001,,,,,,,,,,
5012-001,140.0,14.0,275.0,41.0,,,,,,
5013-001,106.0,26.0,45.0,11.0,53.0,13.0,,,53.0,13.0
5014-001,,,200.0,50.0,176.0,44.0,64.0,16.0,112.0,28.0
5015-001,114.0,27.0,228.0,54.0,114.0,27.0,114.0,27.0,,
5016-001,74.0,13.0,74.0,13.0,,,,,,
5028-001,,,,,,,,,,
5029-001,,,,,,,,,,
